,unit,carriage,destination,origin,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
0,MIO_TKM,HIRE,AD,CZ,,,,,,,,,,
1,MIO_TKM,HIRE,AD,DE,,3.0,,,,,,,,
2,MIO_TKM,HIRE,AD,ES,46.0,54.0,18.0,29.0,68.0,39.0,40.0,32.0,17.0,49.0
3,MIO_TKM,HIRE,AD,FR,2.0,0.0,,,,,2.0,,2.0,3.0
4,MIO_TKM,HIRE,AD,HU,,,,,5.0,,,,,
5,MIO_TKM,HIRE,AD,LU,,,0.0,,,,,,,
6,MIO_TKM,HIRE,AD,NL,,,,0.0,,,,,,
7,MIO_TKM,HIRE,AD,PT,,,,,,,12.0,,,
8,MIO_TKM,HIRE,AD,UK,3.0,6.0,,,,,,4.0,,
9,MIO_TKM,HIRE,AF,LV,,,,,,,21.0,,,
10,MIO_TKM,HIRE,AFR_N,DE,,,,,,,,,,
11,MIO_TKM,HIRE,AFR_N,DK,,,,,,,,,,
12,MIO_TKM,HIRE,AFR_N,EL,,,,,,,,,,
13,MIO_TKM,HIRE,AFR_N,ES,,,,,,,,,,
14,MIO_TKM,HIRE,AFR_N,EU15,,,,,,,,,,
15,MIO_TKM,HIRE,AFR_N,FR,,,,,,,,,,
16,MIO_TKM,HIRE,AFR_N,IE,,,,,,,,,,
17,MIO_TKM,HIRE,AFR_N,IT,,,,,,,,,,
18,MIO_TKM,HIRE,AFR_N,NL,,,,,,,,,,
19,MIO_TKM,HIRE,AFR_N,PT,,,,,,,,,,
20,MIO_TKM,HIRE,AFR_N,UK,,,,,,,,,,
21,MIO_TKM,HIRE,AL,AT,,2.0,,,2.0,,,,,
22,MIO_TKM,HIRE,AL,BE,,,,,,,,,,
23,MIO_TKM,HIRE,AL,BG,3.0,3.0,12.0,18.0,6.0,7.0,14.0,5.0,43.0,
24,MIO_TKM,HIRE,AL,CY,,,,,,,,,,0.0
25,MIO_TKM,HIRE,AL,CZ,,19.0,,,,,4.0,,,
26,MIO_TKM,HIRE,AL,DE,,,,,,,,,,
27,MIO_TKM,HIRE,AL,DK,,,,,,,,,,
28,MIO_TKM,HIRE,AL,EL,45.0,14.0,,,,,,1.0,,
29,MIO_TKM,HIRE,AL,FI,,0.0,,,,,,,,
30,MIO_TKM,HIRE,AL,FR,,,,,,,,,,
31,MIO_TKM,HIRE,AL,HR,,,,,2.0,,1.0,,,4.0
32,MIO_TKM,HIRE,AL,HU,3.0,,,,,3.0,0.0,1.0,,
33,MIO_TKM,HIRE,AL,IT,,,,,0.0,,,,,
34,MIO_TKM,HIRE,AL,NL,,,,,,,,,,
35,MIO_TKM,HIRE,AL,RO,,,,,16.0,11.0,,4.0,1.0,
36,MIO_TKM,HIRE,AL,SE,6.0,,,,,,,,,
37,MIO_TKM,HIRE,AL,SI,,14.0,7.0,,1.0,,,1.0,,
38,MIO_TKM,HIRE,AL,UK,,,,,,,,,,
39,MIO_TKM,HIRE,AM,BG,,58.0,57.0,,,,4.0,,7.0,
40,MIO_TKM,HIRE,AM,CZ,,,51.0,,31.0,,,,,
41,MIO_TKM,HIRE,AM,EL,,,,,,25.0,,,11.0,
42,MIO_TKM,HIRE,AM,IT,,,,,,,,,,
43,MIO_TKM,HIRE,AM,LT,,,,,32.0,,,,,
44,MIO_TKM,HIRE,AM,NL,,,,,,,,,,
45,MIO_TKM,HIRE,AM,PL,,,,,,,,,,14.0
46,MIO_TKM,HIRE,AM,SI,,,,17.0,,,,22.0,,
47,MIO_TKM,HIRE,AM,SK,,,,,,,,,,
48,MIO_TKM,HIRE,AT,BE,53.0,85.0,53.0,55.0,102.0,11.0,19.0,21.0,19.0,18.0
49,MIO_TKM,HIRE,AT,BG,126.0,97.0,229.0,119.0,147.0,95.0,220.0,131.0,66.0,46.0
50,MIO_TKM,HIRE,AT,CH,9.0,20.0,20.0,16.0,30.0,46.0,53.0,37.0,64.0,47.0
51,MIO_TKM,HIRE,AT,CY,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
52,MIO_TKM,HIRE,AT,CZ,454.0,478.0,678.0,577.0,700.0,779.0,722.0,651.0,572.0,589.0
53,MIO_TKM,HIRE,AT,DE,2050.0,2000.0,1896.0,2076.0,2033.0,2057.0,2250.0,2055.0,2393.0,2536.0
54,MIO_TKM,HIRE,AT,DK,47.0,13.0,16.0,23.0,11.0,,5.0,5.0,13.0,8.0
55,MIO_TKM,HIRE,AT,EE,11.0,47.0,41.0,9.0,5.0,53.0,39.0,,37.0,33.0
56,MIO_TKM,HIRE,AT,EL,282.0,89.0,138.0,61.0,38.0,14.0,55.0,37.0,18.0,31.0
57,MIO_TKM,HIRE,AT,ES,459.0,258.0,385.0,316.0,213.0,285.0,202.0,330.0,318.0,234.0
58,MIO_TKM,HIRE,AT,EU15,,,,,,,,,,
59,MIO_TKM,HIRE,AT,FI,,,,,17.0,10.0,24.0,,,27.0
60,MIO_TKM,HIRE,AT,FR,28.0,26.0,6.0,15.0,21.0,30.0,23.0,17.0,46.0,28.0
61,MIO_TKM,HIRE,AT,HR,172.0,221.0,184.0,180.0,225.0,172.0,133.0,136.0,125.0,106.0
62,MIO_TKM,HIRE,AT,HU,694.0,660.0,696.0,561.0,561.0,617.0,612.0,591.0,573.0,436.0
63,MIO_TKM,HIRE,AT,IE,,,,7.0,4.0,,,9.0,7.0,6.0
64,MIO_TKM,HIRE,AT,IT,294.0,213.0,121.0,183.0,272.0,302.0,357.0,218.0,326.0,428.0
65,MIO_TKM,HIRE,AT,LI,,,,,,,1.0,1.0,0.0,1.0
66,MIO_TKM,HIRE,AT,LT,105.0,90.0,98.0,45.0,83.0,112.0,111.0,108.0,78.0,73.0
67,MIO_TKM,HIRE,AT,LU,5.0,4.0,10.0,4.0,5.0,3.0,11.0,13.0,7.0,12.0
68,MIO_TKM,HIRE,AT,LV,43.0,35.0,37.0,77.0,133.0,75.0,55.0,11.0,30.0,15.0
69,MIO_TKM,HIRE,AT,NL,99.0,124.0,93.0,131.0,144.0,101.0,247.0,109.0,201.0,112.0
70,MIO_TKM,HIRE,AT,NO,,,,,,2.0,1.0,,14.0,3.0
71,MIO_TKM,HIRE,AT,PL,1203.0,1354.0,1458.0,945.0,795.0,789.0,997.0,644.0,823.0,914.0
72,MIO_TKM,HIRE,AT,PT,59.0,138.0,38.0,69.0,48.0,163.0,201.0,255.0,35.0,65.0
73,MIO_TKM,HIRE,AT,RO,404.0,374.0,273.0,388.0,309.0,257.0,255.0,172.0,162.0,173.0
74,MIO_TKM,HIRE,AT,SE,,4.0,5.0,14.0,28.0,11.0,15.0,32.0,11.0,6.0
75,MIO_TKM,HIRE,AT,SI,477.0,614.0,589.0,466.0,348.0,386.0,314.0,267.0,313.0,296.0
76,MIO_TKM,HIRE,AT,SK,701.0,715.0,639.0,482.0,627.0,348.0,419.0,484.0,422.0,475.0
77,MIO_TKM,HIRE,AT,UK,14.0,12.0,16.0,3.0,9.0,8.0,9.0,11.0,14.0,7.0
78,MIO_TKM,HIRE,AZ,BG,3.0,,,,37.0,,,11.0,,
79,MIO_TKM,HIRE,AZ,CZ,,,,,,10.0,10.0,,,
80,MIO_TKM,HIRE,AZ,LV,,,,,11.0,,,,,
81,MIO_TKM,HIRE,AZ,NL,,,,,,,,,,
82,MIO_TKM,HIRE,AZ,RO,,,,,,3.0,,,,
83,MIO_TKM,HIRE,AZ,SI,,,7.0,,,,,,,
84,MIO_TKM,HIRE,BA,AT,,,1.0,,1.0,,,2.0,1.0,0.0
85,MIO_TKM,HIRE,BA,BE,,,,,,,,,,
86,MIO_TKM,HIRE,BA,BG,12.0,7.0,,12.0,17.0,,,25.0,,
87,MIO_TKM,HIRE,BA,CZ,1.0,31.0,,,,9.0,,,9.0,14.0
88,MIO_TKM,HIRE,BA,DE,,,,,,,7.0,,,8.0
89,MIO_TKM,HIRE,BA,DK,,,,,,,,,,
90,MIO_TKM,HIRE,BA,EE,,,,,,,,,,
91,MIO_TKM,HIRE,BA,EL,,,,,,,,,,
92,MIO_TKM,HIRE,BA,ES,45.0,,,,,,,,,
93,MIO_TKM,HIRE,BA,FI,,,,,,,,,,
94,MIO_TKM,HIRE,BA,HR,32.0,28.0,25.0,56.0,52.0,47.0,41.0,41.0,45.0,68.0
95,MIO_TKM,HIRE,BA,HU,13.0,1.0,8.0,9.0,9.0,10.0,4.0,10.0,1.0,3.0
96,MIO_TKM,HIRE,BA,IE,,,,,,,,,,
97,MIO_TKM,HIRE,BA,IT,,,,,,,,,,
98,MIO_TKM,HIRE,BA,LV,,,,,15.0,,,,,
99,MIO_TKM,HIRE,BA,NL,,,,,,,1.0,,,
100,MIO_TKM,HIRE,BA,NO,,,,,,,,,,
101,MIO_TKM,HIRE,BA,PL,17.0,,,6.0,74.0,,10.0,,40.0,3.0
102,MIO_TKM,HIRE,BA,PT,,,,,,,,,,
103,MIO_TKM,HIRE,BA,RO,17.0,,4.0,,4.0,5.0,,,,
104,MIO_TKM,HIRE,BA,SE,,,,,,,,,,
105,MIO_TKM,HIRE,BA,SI,36.0,18.0,18.0,13.0,15.0,8.0,10.0,10.0,6.0,22.0
106,MIO_TKM,HIRE,BA,SK,,2.0,,,,,,,12.0,11.0
107,MIO_TKM,HIRE,BA,UK,,,,,,,1.0,,,
108,MIO_TKM,HIRE,BE,AT,55.0,44.0,60.0,87.0,82.0,97.0,108.0,122.0,101.0,153.0
109,MIO_TKM,HIRE,BE,BG,24.0,,43.0,153.0,52.0,15.0,36.0,24.0,19.0,
110,MIO_TKM,HIRE,BE,CH,22.0,10.0,56.0,49.0,26.0,38.0,6.0,110.0,22.0,25.0
111,MIO_TKM,HIRE,BE,CY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
112,MIO_TKM,HIRE,BE,CZ,227.0,173.0,289.0,323.0,536.0,534.0,585.0,404.0,487.0,425.0
113,MIO_TKM,HIRE,BE,DE,1981.0,2085.0,2042.0,2296.0,2383.0,2388.0,2665.0,2794.0,2999.0,2878.0
114,MIO_TKM,HIRE,BE,DK,2.0,42.0,21.0,11.0,24.0,33.0,34.0,30.0,25.0,42.0
115,MIO_TKM,HIRE,BE,EE,,17.0,32.0,44.0,65.0,92.0,49.0,37.0,34.0,75.0
116,MIO_TKM,HIRE,BE,EL,150.0,330.0,94.0,46.0,48.0,52.0,7.0,130.0,64.0,76.0
117,MIO_TKM,HIRE,BE,ES,1511.0,1714.0,1850.0,1326.0,1616.0,1411.0,1352.0,1308.0,1394.0,1348.0
118,MIO_TKM,HIRE,BE,EU15,,,,,,,,,,
119,MIO_TKM,HIRE,BE,FI,,,,,18.0,,14.0,9.0,24.0,14.0
120,MIO_TKM,HIRE,BE,FR,1203.0,1207.0,1269.0,1273.0,1313.0,1488.0,1576.0,1571.0,1776.0,1608.0
121,MIO_TKM,HIRE,BE,HR,96.0,94.0,61.0,28.0,50.0,38.0,48.0,32.0,27.0,21.0
122,MIO_TKM,HIRE,BE,HU,225.0,193.0,201.0,226.0,241.0,238.0,240.0,234.0,208.0,197.0
123,MIO_TKM,HIRE,BE,IE,11.0,16.0,15.0,28.0,28.0,17.0,12.0,15.0,16.0,9.0
124,MIO_TKM,HIRE,BE,IT,292.0,178.0,253.0,231.0,144.0,601.0,555.0,261.0,572.0,545.0
125,MIO_TKM,HIRE,BE,LI,,,,,,,,0.0,0.0,
126,MIO_TKM,HIRE,BE,LT,88.0,195.0,192.0,65.0,132.0,171.0,247.0,219.0,186.0,123.0
127,MIO_TKM,HIRE,BE,LU,105.0,85.0,95.0,117.0,122.0,192.0,184.0,193.0,170.0,150.0
128,MIO_TKM,HIRE,BE,LV,169.0,62.0,142.0,163.0,211.0,98.0,188.0,134.0,183.0,107.0
129,MIO_TKM,HIRE,BE,NL,3092.0,3092.0,2772.0,2724.0,2643.0,2664.0,2615.0,3349.0,3283.0,3115.0
130,MIO_TKM,HIRE,BE,NO,15.0,16.0,33.0,31.0,32.0,2.0,112.0,11.0,40.0,13.0
131,MIO_TKM,HIRE,BE,PL,2799.0,2755.0,2605.0,2202.0,1640.0,1931.0,1750.0,1461.0,1632.0,1578.0
132,MIO_TKM,HIRE,BE,PT,212.0,219.0,208.0,109.0,122.0,283.0,273.0,369.0,261.0,313.0
133,MIO_TKM,HIRE,BE,RO,654.0,336.0,226.0,297.0,134.0,265.0,285.0,223.0,236.0,230.0
134,MIO_TKM,HIRE,BE,SE,14.0,0.0,13.0,19.0,45.0,20.0,10.0,34.0,15.0,30.0
135,MIO_TKM,HIRE,BE,SI,178.0,68.0,90.0,100.0,117.0,122.0,91.0,74.0,108.0,107.0
136,MIO_TKM,HIRE,BE,SK,252.0,119.0,151.0,184.0,252.0,281.0,148.0,200.0,149.0,235.0
137,MIO_TKM,HIRE,BE,UK,271.0,241.0,274.0,253.0,301.0,433.0,406.0,437.0,457.0,466.0
138,MIO_TKM,HIRE,BG,AT,21.0,3.0,,,,,,4.0,4.0,6.0
139,MIO_TKM,HIRE,BG,BE,15.0,0.0,5.0,2.0,3.0,,,6.0,,
140,MIO_TKM,HIRE,BG,CY,0.0,0.0,0.0,,,,,,,
141,MIO_TKM,HIRE,BG,CZ,24.0,21.0,1.0,19.0,62.0,8.0,39.0,32.0,14.0,48.0
142,MIO_TKM,HIRE,BG,DE,8.0,30.0,27.0,7.0,15.0,8.0,,10.0,10.0,8.0
143,MIO_TKM,HIRE,BG,DK,,,,,,,,,,
144,MIO_TKM,HIRE,BG,EE,,31.0,,,,27.0,,10.0,,2.0
145,MIO_TKM,HIRE,BG,EL,95.0,70.0,27.0,9.0,8.0,5.0,3.0,5.0,14.0,19.0
146,MIO_TKM,HIRE,BG,ES,39.0,,,38.0,,,,44.0,35.0,
147,MIO_TKM,HIRE,BG,EU15,,,,,,,,,,
148,MIO_TKM,HIRE,BG,FI,,,,,,,,,,
149,MIO_TKM,HIRE,BG,FR,,,,8.0,,,,,,
150,MIO_TKM,HIRE,BG,HR,1.0,6.0,2.0,,1.0,2.0,3.0,2.0,3.0,1.0
151,MIO_TKM,HIRE,BG,HU,33.0,45.0,17.0,11.0,33.0,19.0,40.0,34.0,22.0,38.0
152,MIO_TKM,HIRE,BG,IE,,,,,,,,,,
153,MIO_TKM,HIRE,BG,IT,,,,,,,,,,
154,MIO_TKM,HIRE,BG,LT,7.0,,49.0,39.0,17.0,14.0,15.0,,,26.0
155,MIO_TKM,HIRE,BG,LV,,40.0,14.0,10.0,,,,,,1.0
156,MIO_TKM,HIRE,BG,NL,,11.0,,,,,6.0,7.0,,4.0
157,MIO_TKM,HIRE,BG,NO,,,,,,0.0,,,,
158,MIO_TKM,HIRE,BG,PL,151.0,212.0,37.0,257.0,145.0,154.0,24.0,198.0,41.0,55.0
159,MIO_TKM,HIRE,BG,RO,64.0,87.0,107.0,115.0,104.0,114.0,96.0,88.0,95.0,56.0
160,MIO_TKM,HIRE,BG,SE,,,,,,,,44.0,,
161,MIO_TKM,HIRE,BG,SI,,3.0,5.0,,,2.0,2.0,,14.0,14.0
162,MIO_TKM,HIRE,BG,SK,17.0,35.0,22.0,35.0,,,16.0,15.0,20.0,3.0
163,MIO_TKM,HIRE,BG,UK,,,,,,,2.0,6.0,4.0,0.0
164,MIO_TKM,HIRE,BH,NO,,,,,,,,,,
165,MIO_TKM,HIRE,BY,AT,,,,,24.0,,,,,
166,MIO_TKM,HIRE,BY,BG,,10.0,,,79.0,,52.0,,4.0,22.0
167,MIO_TKM,HIRE,BY,CZ,0.0,,,,15.0,2.0,,22.0,,12.0
168,MIO_TKM,HIRE,BY,DE,2.0,,15.0,,7.0,9.0,7.0,2.0,,
169,MIO_TKM,HIRE,BY,DK,,,,,,,,,,
170,MIO_TKM,HIRE,BY,EE,,,,8.0,9.0,16.0,16.0,20.0,16.0,11.0
171,MIO_TKM,HIRE,BY,EL,,,43.0,,,,4.0,,,
172,MIO_TKM,HIRE,BY,ES,,,,,,37.0,,,,
173,MIO_TKM,HIRE,BY,FI,,,,,,,,,,
174,MIO_TKM,HIRE,BY,FR,,,,,,,,,,
175,MIO_TKM,HIRE,BY,HR,9.0,,,3.0,2.0,10.0,9.0,,,
176,MIO_TKM,HIRE,BY,HU,,0.0,0.0,0.0,1.0,1.0,0.0,10.0,9.0,5.0
177,MIO_TKM,HIRE,BY,IT,,,,,,,,,,
178,MIO_TKM,HIRE,BY,LT,151.0,107.0,144.0,94.0,103.0,150.0,182.0,109.0,71.0,92.0
179,MIO_TKM,HIRE,BY,LV,42.0,60.0,48.0,26.0,51.0,94.0,82.0,68.0,43.0,58.0
180,MIO_TKM,HIRE,BY,NL,,,,,,10.0,,,,
181,MIO_TKM,HIRE,BY,PL,403.0,235.0,184.0,196.0,142.0,200.0,238.0,353.0,182.0,190.0
182,MIO_TKM,HIRE,BY,RO,,,,,3.0,,5.0,,,
183,MIO_TKM,HIRE,BY,SI,,,,,4.0,,,,7.0,2.0
184,MIO_TKM,HIRE,BY,SK,2.0,,,,,,13.0,8.0,5.0,2.0
185,MIO_TKM,HIRE,BY,UK,,,,,,,,,,
186,MIO_TKM,HIRE,CH,AT,98.0,140.0,136.0,150.0,134.0,137.0,176.0,217.0,219.0,246.0
187,MIO_TKM,HIRE,CH,BE,77.0,79.0,65.0,96.0,97.0,56.0,51.0,59.0,68.0,86.0
188,MIO_TKM,HIRE,CH,BG,,24.0,39.0,,,18.0,19.0,,,25.0
189,MIO_TKM,HIRE,CH,CY,0.0,0.0,0.0,,0.0,,,,,
190,MIO_TKM,HIRE,CH,CZ,84.0,90.0,85.0,121.0,210.0,191.0,242.0,202.0,211.0,163.0
191,MIO_TKM,HIRE,CH,DE,1752.0,1873.0,1901.0,2116.0,2172.0,2253.0,2295.0,2213.0,2347.0,2244.0
192,MIO_TKM,HIRE,CH,DK,3.0,21.0,10.0,11.0,10.0,26.0,12.0,30.0,18.0,19.0
193,MIO_TKM,HIRE,CH,EE,,9.0,5.0,,,18.0,19.0,,16.0,20.0
194,MIO_TKM,HIRE,CH,EL,12.0,45.0,58.0,50.0,24.0,26.0,13.0,23.0,19.0,9.0
195,MIO_TKM,HIRE,CH,ES,768.0,552.0,676.0,474.0,695.0,688.0,485.0,383.0,393.0,393.0
196,MIO_TKM,HIRE,CH,EU15,,,,,,,,,,
197,MIO_TKM,HIRE,CH,FI,,,,,,,19.0,,,0.0
198,MIO_TKM,HIRE,CH,FR,355.0,413.0,463.0,461.0,443.0,463.0,482.0,535.0,458.0,465.0
199,MIO_TKM,HIRE,CH,HR,24.0,39.0,19.0,8.0,16.0,31.0,27.0,33.0,5.0,8.0
200,MIO_TKM,HIRE,CH,HU,103.0,69.0,106.0,73.0,80.0,78.0,107.0,49.0,122.0,68.0
201,MIO_TKM,HIRE,CH,IE,12.0,21.0,25.0,14.0,20.0,11.0,12.0,22.0,15.0,10.0
202,MIO_TKM,HIRE,CH,IT,659.0,611.0,492.0,445.0,364.0,655.0,632.0,647.0,733.0,835.0
203,MIO_TKM,HIRE,CH,LI,,,,,,,,0.0,,
204,MIO_TKM,HIRE,CH,LT,43.0,,42.0,21.0,50.0,71.0,19.0,78.0,38.0,13.0
205,MIO_TKM,HIRE,CH,LU,5.0,12.0,9.0,22.0,19.0,28.0,18.0,20.0,20.0,20.0
206,MIO_TKM,HIRE,CH,LV,13.0,2.0,,,,23.0,12.0,6.0,27.0,18.0
207,MIO_TKM,HIRE,CH,NL,329.0,329.0,305.0,358.0,329.0,322.0,383.0,373.0,358.0,394.0
208,MIO_TKM,HIRE,CH,NO,1.0,,,,67.0,3.0,25.0,18.0,0.0,26.0
209,MIO_TKM,HIRE,CH,PL,270.0,612.0,1146.0,565.0,326.0,758.0,596.0,574.0,499.0,480.0
210,MIO_TKM,HIRE,CH,PT,162.0,187.0,147.0,154.0,204.0,177.0,136.0,187.0,91.0,42.0
211,MIO_TKM,HIRE,CH,RO,66.0,71.0,35.0,46.0,35.0,51.0,64.0,45.0,17.0,31.0
212,MIO_TKM,HIRE,CH,SE,2.0,,3.0,4.0,,,20.0,11.0,15.0,6.0
213,MIO_TKM,HIRE,CH,SI,48.0,42.0,94.0,89.0,81.0,72.0,54.0,54.0,32.0,28.0
214,MIO_TKM,HIRE,CH,SK,170.0,136.0,152.0,166.0,74.0,78.0,141.0,129.0,129.0,103.0
215,MIO_TKM,HIRE,CH,UK,32.0,55.0,39.0,38.0,41.0,37.0,60.0,57.0,67.0,65.0
216,MIO_TKM,HIRE,CY,BE,,,5.0,,4.0,,,,,
217,MIO_TKM,HIRE,CY,DE,,,,,,,,,,3.0
218,MIO_TKM,HIRE,CY,FR,,,,,,,,,,3.0
219,MIO_TKM,HIRE,CY,NL,,,,,,,,,,13.0
220,MIO_TKM,HIRE,CY,UK,,5.0,,,,,,1.0,,1.0
221,MIO_TKM,HIRE,CZ,AT,42.0,46.0,47.0,41.0,43.0,40.0,42.0,34.0,53.0,47.0
222,MIO_TKM,HIRE,CZ,BE,11.0,2.0,5.0,2.0,12.0,13.0,16.0,6.0,11.0,8.0
223,MIO_TKM,HIRE,CZ,BG,44.0,27.0,145.0,60.0,45.0,52.0,49.0,26.0,49.0,
224,MIO_TKM,HIRE,CZ,CH,,,,,11.0,,,,,
225,MIO_TKM,HIRE,CZ,CY,0.0,0.0,0.0,0.0,0.0,,,,,
226,MIO_TKM,HIRE,CZ,DE,443.0,528.0,415.0,422.0,376.0,410.0,445.0,348.0,540.0,361.0
227,MIO_TKM,HIRE,CZ,DK,,,,6.0,3.0,5.0,,7.0,5.0,5.0
228,MIO_TKM,HIRE,CZ,EE,,14.0,26.0,7.0,33.0,9.0,7.0,50.0,24.0,52.0
229,MIO_TKM,HIRE,CZ,EL,155.0,64.0,198.0,51.0,86.0,16.0,36.0,10.0,59.0,96.0
230,MIO_TKM,HIRE,CZ,ES,226.0,305.0,142.0,420.0,243.0,74.0,160.0,155.0,211.0,62.0
231,MIO_TKM,HIRE,CZ,FI,,,,,,,,,,
232,MIO_TKM,HIRE,CZ,FR,5.0,,6.0,,8.0,9.0,,10.0,3.0,
233,MIO_TKM,HIRE,CZ,HR,51.0,46.0,42.0,42.0,39.0,59.0,28.0,31.0,29.0,28.0
234,MIO_TKM,HIRE,CZ,HU,345.0,218.0,251.0,235.0,191.0,161.0,163.0,131.0,170.0,127.0
235,MIO_TKM,HIRE,CZ,IE,,8.0,18.0,5.0,,,,,,
236,MIO_TKM,HIRE,CZ,IT,7.0,4.0,5.0,51.0,48.0,116.0,,21.0,,70.0
237,MIO_TKM,HIRE,CZ,LT,148.0,159.0,123.0,131.0,136.0,127.0,125.0,134.0,90.0,79.0
238,MIO_TKM,HIRE,CZ,LU,,,,,1.0,1.0,,4.0,1.0,0.0
239,MIO_TKM,HIRE,CZ,LV,59.0,50.0,47.0,66.0,60.0,46.0,70.0,62.0,27.0,49.0
240,MIO_TKM,HIRE,CZ,NL,43.0,33.0,31.0,29.0,34.0,39.0,14.0,63.0,50.0,43.0
241,MIO_TKM,HIRE,CZ,NO,,,,,,2.0,0.0,,,
242,MIO_TKM,HIRE,CZ,PL,2879.0,2619.0,2747.0,3009.0,2383.0,1860.0,2141.0,1833.0,1391.0,1076.0
243,MIO_TKM,HIRE,CZ,PT,91.0,90.0,94.0,86.0,7.0,,50.0,112.0,51.0,84.0
244,MIO_TKM,HIRE,CZ,RO,249.0,342.0,244.0,98.0,155.0,88.0,130.0,119.0,103.0,67.0
245,MIO_TKM,HIRE,CZ,SE,,,,3.0,,2.0,2.0,,8.0,
246,MIO_TKM,HIRE,CZ,SI,104.0,122.0,71.0,108.0,113.0,68.0,61.0,65.0,81.0,49.0
247,MIO_TKM,HIRE,CZ,SK,982.0,871.0,889.0,877.0,804.0,824.0,752.0,775.0,769.0,680.0
248,MIO_TKM,HIRE,CZ,UK,8.0,9.0,0.0,14.0,2.0,,4.0,2.0,8.0,7.0
249,MIO_TKM,HIRE,CZ_SK,BE,,,,,,,,,,
250,MIO_TKM,HIRE,CZ_SK,DE,,,,,,,,,,
251,MIO_TKM,HIRE,CZ_SK,DK,,,,,,,,,,
252,MIO_TKM,HIRE,CZ_SK,EL,,,,,,,,,,
253,MIO_TKM,HIRE,CZ_SK,ES,,,,,,,,,,
254,MIO_TKM,HIRE,CZ_SK,EU15,,,,,,,,,,
255,MIO_TKM,HIRE,CZ_SK,FR,,,,,,,,,,
256,MIO_TKM,HIRE,CZ_SK,IT,,,,,,,,,,
257,MIO_TKM,HIRE,CZ_SK,LU,,,,,,,,,,
258,MIO_TKM,HIRE,CZ_SK,NL,,,,,,,,,,
259,MIO_TKM,HIRE,CZ_SK,PT,,,,,,,,,,
260,MIO_TKM,HIRE,CZ_SK,UK,,,,,,,,,,
261,MIO_TKM,HIRE,DE,AT,1404.0,1428.0,1473.0,1456.0,1547.0,1548.0,1485.0,1825.0,2073.0,2007.0
262,MIO_TKM,HIRE,DE,BE,1102.0,914.0,1079.0,973.0,1108.0,931.0,1092.0,1266.0,1286.0,1385.0
263,MIO_TKM,HIRE,DE,BG,382.0,686.0,805.0,931.0,1471.0,1254.0,1474.0,1325.0,1192.0,1294.0
264,MIO_TKM,HIRE,DE,CH,191.0,143.0,182.0,155.0,276.0,164.0,257.0,373.0,375.0,429.0
265,MIO_TKM,HIRE,DE,CY,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
266,MIO_TKM,HIRE,DE,CZ,2317.0,2734.0,3992.0,4538.0,5680.0,5347.0,5262.0,4477.0,4899.0,4278.0
267,MIO_TKM,HIRE,DE,DE,,,,,,,,,,
268,MIO_TKM,HIRE,DE,DK,344.0,408.0,293.0,319.0,253.0,331.0,396.0,349.0,415.0,451.0
269,MIO_TKM,HIRE,DE,EE,194.0,204.0,290.0,230.0,265.0,250.0,326.0,275.0,272.0,263.0
270,MIO_TKM,HIRE,DE,EL,2358.0,2468.0,2540.0,932.0,998.0,782.0,747.0,1025.0,731.0,958.0
271,MIO_TKM,HIRE,DE,ES,8339.0,8464.0,7616.0,7213.0,7956.0,7627.0,7703.0,7497.0,7611.0,6170.0
272,MIO_TKM,HIRE,DE,EU15,,,,,,,,,,
273,MIO_TKM,HIRE,DE,FI,5.0,62.0,23.0,0.0,7.0,69.0,88.0,58.0,53.0,48.0
274,MIO_TKM,HIRE,DE,FR,701.0,816.0,908.0,950.0,962.0,1227.0,1487.0,1546.0,1468.0,1550.0
275,MIO_TKM,HIRE,DE,HR,432.0,500.0,360.0,318.0,272.0,278.0,265.0,276.0,274.0,175.0
276,MIO_TKM,HIRE,DE,HU,2203.0,2134.0,2243.0,1931.0,2199.0,2240.0,2122.0,2013.0,2136.0,1863.0
277,MIO_TKM,HIRE,DE,IE,44.0,35.0,60.0,54.0,55.0,50.0,53.0,96.0,59.0,51.0
278,MIO_TKM,HIRE,DE,IT,1999.0,1701.0,1694.0,1748.0,1461.0,2134.0,1866.0,1468.0,1662.0,3783.0
279,MIO_TKM,HIRE,DE,LI,,,,,,,9.0,14.0,12.0,18.0
280,MIO_TKM,HIRE,DE,LT,982.0,940.0,1082.0,912.0,808.0,1209.0,1096.0,1220.0,1154.0,974.0
281,MIO_TKM,HIRE,DE,LU,148.0,158.0,152.0,156.0,194.0,286.0,266.0,338.0,343.0,305.0
282,MIO_TKM,HIRE,DE,LV,652.0,717.0,770.0,771.0,813.0,796.0,742.0,766.0,756.0,564.0
283,MIO_TKM,HIRE,DE,NL,5428.0,6112.0,6217.0,6045.0,6309.0,6885.0,6887.0,6792.0,7605.0,7915.0
284,MIO_TKM,HIRE,DE,NO,67.0,32.0,49.0,80.0,118.0,82.0,82.0,150.0,120.0,160.0
285,MIO_TKM,HIRE,DE,PL,22471.0,17593.0,20798.0,17266.0,15177.0,14279.0,14699.0,13345.0,12141.0,11401.0
