,unit,carriage,destination,origin,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
862,MIO_TKM,HIRE,IT,HU,1421.0,1445.0,1694.0,1617.0,1150.0,1109.0,1239.0,1230.0,1373.0,1407.0
863,MIO_TKM,HIRE,IT,IE,38.0,64.0,76.0,41.0,62.0,68.0,50.0,58.0,55.0,113.0
864,MIO_TKM,HIRE,IT,LI,,,,,,,0.0,1.0,2.0,1.0
865,MIO_TKM,HIRE,IT,LT,1178.0,799.0,663.0,457.0,451.0,619.0,681.0,522.0,609.0,423.0
866,MIO_TKM,HIRE,IT,LU,24.0,35.0,18.0,27.0,32.0,33.0,54.0,66.0,32.0,53.0
867,MIO_TKM,HIRE,IT,LV,216.0,376.0,317.0,328.0,351.0,413.0,236.0,355.0,326.0,333.0
868,MIO_TKM,HIRE,IT,NL,370.0,304.0,461.0,439.0,405.0,541.0,444.0,629.0,894.0,846.0
869,MIO_TKM,HIRE,IT,NO,6.0,17.0,9.0,8.0,,4.0,12.0,,30.0,88.0
870,MIO_TKM,HIRE,IT,PL,6063.0,5380.0,5686.0,4647.0,4444.0,4736.0,3890.0,3512.0,3346.0,3020.0
871,MIO_TKM,HIRE,IT,PT,374.0,382.0,519.0,587.0,548.0,895.0,836.0,423.0,850.0,834.0
872,MIO_TKM,HIRE,IT,RO,1703.0,1328.0,1238.0,903.0,994.0,807.0,938.0,1197.0,830.0,974.0
873,MIO_TKM,HIRE,IT,SE,14.0,16.0,45.0,19.0,57.0,29.0,35.0,50.0,89.0,73.0
874,MIO_TKM,HIRE,IT,SI,1216.0,1410.0,1195.0,967.0,911.0,877.0,780.0,832.0,711.0,815.0
875,MIO_TKM,HIRE,IT,SK,791.0,963.0,962.0,982.0,864.0,709.0,628.0,805.0,955.0,1171.0
876,MIO_TKM,HIRE,IT,UK,170.0,248.0,303.0,239.0,189.0,330.0,305.0,264.0,290.0,382.0
877,MIO_TKM,HIRE,JO,BG,,,,,,,,,,5.0
878,MIO_TKM,HIRE,KG,DE,0.0,,,,,,,,,12.0
879,MIO_TKM,HIRE,KG,LT,,,37.0,,13.0,7.0,,,15.0,
880,MIO_TKM,HIRE,KG,NL,,,,,,,,,,
881,MIO_TKM,HIRE,KG,SI,,,,22.0,,,,,,
882,MIO_TKM,HIRE,KZ,CZ,,,,,5.0,10.0,,12.0,,
883,MIO_TKM,HIRE,KZ,DE,,,,5.0,12.0,5.0,2.0,30.0,35.0,
884,MIO_TKM,HIRE,KZ,EE,,,,,,8.0,,,7.0,
885,MIO_TKM,HIRE,KZ,FI,,,,,,,,,,
886,MIO_TKM,HIRE,KZ,IT,,,,,,,,,,
887,MIO_TKM,HIRE,KZ,LT,167.0,141.0,80.0,128.0,123.0,217.0,151.0,97.0,133.0,72.0
888,MIO_TKM,HIRE,KZ,LV,87.0,30.0,14.0,30.0,214.0,109.0,66.0,70.0,72.0,23.0
889,MIO_TKM,HIRE,KZ,NL,,,,,,,,,,
890,MIO_TKM,HIRE,KZ,PL,108.0,,235.0,49.0,104.0,173.0,,60.0,57.0,202.0
891,MIO_TKM,HIRE,KZ,RO,,,,4.0,11.0,,,15.0,,
892,MIO_TKM,HIRE,KZ,SI,,,,,,21.0,44.0,,,13.0
893,MIO_TKM,HIRE,LB,FR,,,,,,,,,,
894,MIO_TKM,HIRE,LI,AT,4.0,4.0,3.0,1.0,4.0,4.0,6.0,11.0,9.0,11.0
895,MIO_TKM,HIRE,LI,BE,,,,,,,,,,2.0
896,MIO_TKM,HIRE,LI,CH,12.0,6.0,14.0,5.0,14.0,18.0,15.0,12.0,14.0,15.0
897,MIO_TKM,HIRE,LI,CZ,,,,,,,,,,
898,MIO_TKM,HIRE,LI,DE,17.0,47.0,49.0,13.0,3.0,17.0,17.0,19.0,19.0,10.0
899,MIO_TKM,HIRE,LI,EE,,,,,,2.0,,,1.0,
900,MIO_TKM,HIRE,LI,ES,29.0,,,,,14.0,,,,
901,MIO_TKM,HIRE,LI,FR,,,,,,,,,2.0,
902,MIO_TKM,HIRE,LI,HR,,5.0,6.0,3.0,,5.0,,,1.0,
903,MIO_TKM,HIRE,LI,HU,3.0,,,,2.0,4.0,,,0.0,
904,MIO_TKM,HIRE,LI,IT,,1.0,1.0,,,7.0,,,,
905,MIO_TKM,HIRE,LI,NL,8.0,8.0,4.0,,9.0,12.0,,4.0,,3.0
906,MIO_TKM,HIRE,LI,NO,,,,,,,,,,
907,MIO_TKM,HIRE,LI,PL,,,3.0,,,4.0,2.0,,0.0,
908,MIO_TKM,HIRE,LI,SI,5.0,,,3.0,0.0,,,,,
909,MIO_TKM,HIRE,LI,SK,,,,,,,22.0,,,
910,MIO_TKM,HIRE,LT,AT,,,,,,,,,,
911,MIO_TKM,HIRE,LT,BE,,,,,,,,,,
912,MIO_TKM,HIRE,LT,BG,12.0,,37.0,32.0,39.0,,26.0,29.0,,26.0
913,MIO_TKM,HIRE,LT,CY,0.0,,,,,,,,,
914,MIO_TKM,HIRE,LT,CZ,4.0,4.0,14.0,,,10.0,28.0,8.0,37.0,14.0
915,MIO_TKM,HIRE,LT,DE,8.0,5.0,10.0,27.0,4.0,0.0,7.0,26.0,12.0,21.0
916,MIO_TKM,HIRE,LT,DK,,,,,,,,,,
917,MIO_TKM,HIRE,LT,EE,29.0,65.0,86.0,114.0,90.0,50.0,64.0,76.0,48.0,56.0
918,MIO_TKM,HIRE,LT,EL,,,,15.0,45.0,19.0,,,,
919,MIO_TKM,HIRE,LT,ES,4.0,,,,,,,,,
920,MIO_TKM,HIRE,LT,FI,,,,,,,,25.0,,9.0
921,MIO_TKM,HIRE,LT,FR,,5.0,,,,,,,,
922,MIO_TKM,HIRE,LT,HR,11.0,1.0,,,,,,6.0,7.0,
923,MIO_TKM,HIRE,LT,HU,4.0,6.0,2.0,10.0,8.0,7.0,4.0,,,2.0
924,MIO_TKM,HIRE,LT,IE,,,,11.0,,,20.0,,,
925,MIO_TKM,HIRE,LT,IT,,,,,,,,,,
926,MIO_TKM,HIRE,LT,LV,178.0,158.0,189.0,151.0,166.0,165.0,126.0,119.0,106.0,122.0
927,MIO_TKM,HIRE,LT,NL,6.0,9.0,16.0,29.0,13.0,7.0,22.0,,1.0,
928,MIO_TKM,HIRE,LT,NO,,,,21.0,19.0,0.0,,,,
929,MIO_TKM,HIRE,LT,PL,1224.0,932.0,1120.0,1175.0,1135.0,692.0,1065.0,878.0,638.0,576.0
930,MIO_TKM,HIRE,LT,PT,,5.0,,,,20.0,,,,
931,MIO_TKM,HIRE,LT,RO,32.0,,3.0,6.0,4.0,2.0,,,,
932,MIO_TKM,HIRE,LT,SE,,,,,,,,1.0,,
933,MIO_TKM,HIRE,LT,SI,8.0,2.0,,8.0,,1.0,6.0,6.0,2.0,7.0
934,MIO_TKM,HIRE,LT,SK,,12.0,,,,0.0,9.0,18.0,4.0,10.0
935,MIO_TKM,HIRE,LT,UK,3.0,,4.0,,,2.0,,,,
936,MIO_TKM,HIRE,LU,AT,1.0,,,2.0,8.0,3.0,6.0,7.0,6.0,3.0
937,MIO_TKM,HIRE,LU,BE,190.0,147.0,295.0,156.0,140.0,155.0,159.0,140.0,154.0,156.0
938,MIO_TKM,HIRE,LU,BG,,,10.0,,32.0,,,,,36.0
939,MIO_TKM,HIRE,LU,CH,0.0,,3.0,11.0,,0.0,6.0,,,13.0
940,MIO_TKM,HIRE,LU,CZ,0.0,7.0,11.0,15.0,12.0,22.0,25.0,15.0,51.0,22.0
941,MIO_TKM,HIRE,LU,DE,506.0,529.0,599.0,542.0,479.0,482.0,431.0,495.0,508.0,490.0
942,MIO_TKM,HIRE,LU,DK,,8.0,1.0,4.0,8.0,0.0,,2.0,,1.0
943,MIO_TKM,HIRE,LU,EE,,,,,,,,,,
944,MIO_TKM,HIRE,LU,EL,,,,,,,,,,
945,MIO_TKM,HIRE,LU,ES,11.0,66.0,24.0,38.0,73.0,25.0,44.0,57.0,47.0,55.0
946,MIO_TKM,HIRE,LU,EU15,,,,,,,,,,
947,MIO_TKM,HIRE,LU,FI,,,,,,8.0,,,,
948,MIO_TKM,HIRE,LU,FR,240.0,136.0,119.0,127.0,133.0,184.0,188.0,114.0,185.0,178.0
949,MIO_TKM,HIRE,LU,HR,14.0,6.0,10.0,1.0,,8.0,,1.0,,
950,MIO_TKM,HIRE,LU,HU,28.0,28.0,34.0,20.0,36.0,23.0,26.0,31.0,14.0,26.0
951,MIO_TKM,HIRE,LU,IE,10.0,0.0,1.0,,,,,5.0,,22.0
952,MIO_TKM,HIRE,LU,IT,46.0,34.0,7.0,61.0,16.0,19.0,13.0,49.0,,49.0
953,MIO_TKM,HIRE,LU,LI,,,,,,,,,,
954,MIO_TKM,HIRE,LU,LT,,,,6.0,,,11.0,,,
955,MIO_TKM,HIRE,LU,LV,27.0,18.0,9.0,9.0,,24.0,6.0,,,
956,MIO_TKM,HIRE,LU,NL,103.0,85.0,70.0,114.0,80.0,85.0,109.0,107.0,100.0,98.0
957,MIO_TKM,HIRE,LU,NO,5.0,,,,,,2.0,,,
958,MIO_TKM,HIRE,LU,PL,140.0,116.0,217.0,210.0,84.0,152.0,71.0,110.0,171.0,82.0
959,MIO_TKM,HIRE,LU,PT,38.0,41.0,16.0,26.0,9.0,72.0,44.0,53.0,,
960,MIO_TKM,HIRE,LU,RO,,8.0,10.0,9.0,15.0,7.0,28.0,8.0,29.0,
961,MIO_TKM,HIRE,LU,SE,77.0,159.0,69.0,55.0,48.0,6.0,,,,
962,MIO_TKM,HIRE,LU,SI,,6.0,,5.0,3.0,4.0,5.0,6.0,9.0,7.0
963,MIO_TKM,HIRE,LU,SK,24.0,86.0,18.0,29.0,,,15.0,,,4.0
964,MIO_TKM,HIRE,LU,UK,17.0,13.0,5.0,6.0,20.0,2.0,2.0,33.0,40.0,26.0
965,MIO_TKM,HIRE,LV,AT,,,,,,,,,,
966,MIO_TKM,HIRE,LV,BG,,,,,,,,,,
967,MIO_TKM,HIRE,LV,CH,,,,,,,,,,
968,MIO_TKM,HIRE,LV,CY,0.0,,,,,,,,,
969,MIO_TKM,HIRE,LV,CZ,,28.0,15.0,21.0,4.0,45.0,22.0,14.0,6.0,
970,MIO_TKM,HIRE,LV,DE,,,,1.0,11.0,3.0,,,14.0,
971,MIO_TKM,HIRE,LV,DK,,,,,5.0,,4.0,6.0,,
972,MIO_TKM,HIRE,LV,EE,108.0,124.0,83.0,89.0,60.0,81.0,101.0,69.0,88.0,53.0
973,MIO_TKM,HIRE,LV,EL,,,,,,,,,,
974,MIO_TKM,HIRE,LV,FI,17.0,0.0,,,,,,7.0,,
975,MIO_TKM,HIRE,LV,FR,,,,,,,,,,
976,MIO_TKM,HIRE,LV,HR,,26.0,,,,2.0,2.0,,,
977,MIO_TKM,HIRE,LV,HU,11.0,,5.0,6.0,2.0,9.0,12.0,10.0,3.0,
978,MIO_TKM,HIRE,LV,IT,,,,15.0,,,,,,
979,MIO_TKM,HIRE,LV,LT,375.0,361.0,291.0,309.0,343.0,237.0,247.0,171.0,166.0,152.0
980,MIO_TKM,HIRE,LV,NL,,,2.0,,,,14.0,,1.0,
981,MIO_TKM,HIRE,LV,NO,,,,,,,,,5.0,
982,MIO_TKM,HIRE,LV,PL,274.0,413.0,494.0,431.0,270.0,307.0,364.0,247.0,179.0,210.0
983,MIO_TKM,HIRE,LV,SE,,,,,,,,0.0,2.0,
984,MIO_TKM,HIRE,LV,SI,13.0,,,,,,,,,2.0
985,MIO_TKM,HIRE,LV,SK,0.0,,,,,1.0,26.0,,39.0,
986,MIO_TKM,HIRE,LV,UK,,,2.0,,,,,,,
987,MIO_TKM,HIRE,MA,BE,,,,,,,,,,
988,MIO_TKM,HIRE,MA,ES,95.0,125.0,105.0,121.0,135.0,98.0,117.0,39.0,24.0,100.0
989,MIO_TKM,HIRE,MA,FR,7.0,0.0,,3.0,,4.0,23.0,13.0,7.0,
990,MIO_TKM,HIRE,MA,HU,,,,,,1.0,1.0,,,
991,MIO_TKM,HIRE,MA,IT,,,,,,,,,,
992,MIO_TKM,HIRE,MA,NL,,,,,,,,,,
993,MIO_TKM,HIRE,MA,PL,,,,,,,,,,
994,MIO_TKM,HIRE,MA,PT,,,,8.0,4.0,19.0,19.0,6.0,18.0,41.0
995,MIO_TKM,HIRE,MA,UK,,,,,,,,,,
996,MIO_TKM,HIRE,MC,DE,,,,2.0,5.0,,,,,
997,MIO_TKM,HIRE,MC,ES,,,,,,2.0,,,,
998,MIO_TKM,HIRE,MC,HU,,,,,,1.0,,,,
999,MIO_TKM,HIRE,MC,IT,20.0,,3.0,,19.0,33.0,,,,
1000,MIO_TKM,HIRE,MC,NL,,,,,0.0,,,,,
1001,MIO_TKM,HIRE,MC,PT,,,,0.0,13.0,,,,,
1002,MIO_TKM,HIRE,MC,UK,2.0,6.0,,0.0,3.0,3.0,2.0,,,
1003,MIO_TKM,HIRE,MD,AT,,,,,,,,,,
1004,MIO_TKM,HIRE,MD,BG,,2.0,,,,,13.0,14.0,5.0,
1005,MIO_TKM,HIRE,MD,CZ,,,,,,,,,,
1006,MIO_TKM,HIRE,MD,DE,,,,,,,,,,
1007,MIO_TKM,HIRE,MD,EL,,,,,6.0,,,,,
1008,MIO_TKM,HIRE,MD,ES,,,,,,,,34.0,,
1009,MIO_TKM,HIRE,MD,FI,,,,,,,,,,
1010,MIO_TKM,HIRE,MD,HU,1.0,,2.0,2.0,,1.0,3.0,4.0,6.0,9.0
1011,MIO_TKM,HIRE,MD,IT,,,,,,,12.0,,,
1012,MIO_TKM,HIRE,MD,LV,,,,,,,,,,
1013,MIO_TKM,HIRE,MD,NL,,3.0,6.0,,1.0,,,,,
1014,MIO_TKM,HIRE,MD,NO,,,,,,,,,,
1015,MIO_TKM,HIRE,MD,PL,,,,49.0,,9.0,,13.0,,
1016,MIO_TKM,HIRE,MD,RO,36.0,33.0,33.0,50.0,49.0,28.0,36.0,37.0,30.0,5.0
1017,MIO_TKM,HIRE,MD,SI,,2.0,6.0,,,,1.0,,6.0,
1018,MIO_TKM,HIRE,MD,SK,,,,,,,,,,
1019,MIO_TKM,HIRE,ME,AT,,,,,,,,2.0,,
1020,MIO_TKM,HIRE,ME,BE,,,,,,,1.0,,,
1021,MIO_TKM,HIRE,ME,BG,,,12.0,,,7.0,,,6.0,
1022,MIO_TKM,HIRE,ME,CZ,,,,,,,,7.0,11.0,
1023,MIO_TKM,HIRE,ME,HR,31.0,27.0,27.0,38.0,22.0,20.0,21.0,22.0,22.0,9.0
1024,MIO_TKM,HIRE,ME,HU,,2.0,,0.0,,2.0,,2.0,2.0,
1025,MIO_TKM,HIRE,ME,PL,,,,,,,,,,
1026,MIO_TKM,HIRE,ME,SI,11.0,1.0,,2.0,6.0,7.0,4.0,9.0,11.0,15.0
1027,MIO_TKM,HIRE,ME,SK,,,,,,,,,1.0,
1028,MIO_TKM,HIRE,MK,AT,,,,,,,4.0,,,
1029,MIO_TKM,HIRE,MK,BG,53.0,90.0,39.0,73.0,120.0,81.0,104.0,59.0,117.0,47.0
1030,MIO_TKM,HIRE,MK,CY,,,,,,,,,,
1031,MIO_TKM,HIRE,MK,CZ,,,,,6.0,16.0,,,5.0,2.0
1032,MIO_TKM,HIRE,MK,DE,,11.0,,,,,4.0,,,
1033,MIO_TKM,HIRE,MK,DK,,,,,,,,,,
1034,MIO_TKM,HIRE,MK,EL,11.0,45.0,3.0,5.0,,,,18.0,10.0,
1035,MIO_TKM,HIRE,MK,ES,,,,,,,,,,
1036,MIO_TKM,HIRE,MK,FI,,,,,,,,,,
1037,MIO_TKM,HIRE,MK,FR,,,,,,,,,,
1038,MIO_TKM,HIRE,MK,HR,,2.0,,,,6.0,4.0,8.0,2.0,1.0
1039,MIO_TKM,HIRE,MK,HU,2.0,4.0,4.0,2.0,2.0,5.0,8.0,3.0,3.0,1.0
1040,MIO_TKM,HIRE,MK,IT,,,,,,,,,,
1041,MIO_TKM,HIRE,MK,NL,,,,,,,,,,
1042,MIO_TKM,HIRE,MK,NO,,,,,,,,,,
1043,MIO_TKM,HIRE,MK,PL,,,,,,,,9.0,,
1044,MIO_TKM,HIRE,MK,PT,,12.0,,,,,,,,
1045,MIO_TKM,HIRE,MK,RO,2.0,4.0,,15.0,,,2.0,10.0,,2.0
1046,MIO_TKM,HIRE,MK,SE,,,,,,,,,,
1047,MIO_TKM,HIRE,MK,SI,3.0,1.0,,,3.0,,,4.0,1.0,2.0
1048,MIO_TKM,HIRE,MK,UK,,,,,,,,,,
1049,MIO_TKM,HIRE,MN,PL,352.0,,,,,,,,,
1050,MIO_TKM,HIRE,MT,DE,,,,,12.0,,,,,
1051,MIO_TKM,HIRE,MT,FR,,,,,15.0,,,,,
1052,MIO_TKM,HIRE,MT,IT,2.0,4.0,,,,,,,,
1053,MIO_TKM,HIRE,MT,NL,,,,,,,,,,
1054,MIO_TKM,HIRE,MT,NO,,,,,,,,,,
1055,MIO_TKM,HIRE,MT,UK,0.0,,11.0,2.0,12.0,22.0,8.0,3.0,7.0,
1056,MIO_TKM,HIRE,NE,ES,,,,,,12.0,,,,
1057,MIO_TKM,HIRE,NL,AT,62.0,65.0,98.0,104.0,91.0,88.0,87.0,115.0,175.0,211.0
1058,MIO_TKM,HIRE,NL,BE,807.0,933.0,934.0,842.0,898.0,781.0,847.0,878.0,814.0,899.0
1059,MIO_TKM,HIRE,NL,BG,77.0,256.0,192.0,94.0,127.0,60.0,34.0,37.0,95.0,29.0
1060,MIO_TKM,HIRE,NL,CH,13.0,4.0,9.0,20.0,51.0,38.0,18.0,53.0,43.0,24.0
1061,MIO_TKM,HIRE,NL,CY,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,MIO_TKM,HIRE,NL,CZ,304.0,191.0,310.0,513.0,492.0,391.0,409.0,378.0,596.0,456.0
1063,MIO_TKM,HIRE,NL,DE,2741.0,2912.0,3099.0,3066.0,2962.0,2778.0,2683.0,2993.0,3108.0,3123.0
1064,MIO_TKM,HIRE,NL,DK,79.0,28.0,83.0,41.0,41.0,64.0,57.0,72.0,71.0,91.0
1065,MIO_TKM,HIRE,NL,EE,54.0,94.0,114.0,108.0,88.0,130.0,80.0,76.0,83.0,104.0
1066,MIO_TKM,HIRE,NL,EL,533.0,813.0,693.0,218.0,250.0,262.0,159.0,111.0,192.0,264.0
1067,MIO_TKM,HIRE,NL,ES,3586.0,3284.0,3409.0,3939.0,3416.0,2701.0,2776.0,2368.0,2537.0,2519.0
1068,MIO_TKM,HIRE,NL,EU15,,,,,,,,,,
1069,MIO_TKM,HIRE,NL,FI,,35.0,16.0,9.0,32.0,3.0,20.0,25.0,12.0,53.0
1070,MIO_TKM,HIRE,NL,FR,254.0,239.0,225.0,198.0,280.0,300.0,358.0,340.0,270.0,335.0
1071,MIO_TKM,HIRE,NL,HR,68.0,61.0,76.0,47.0,52.0,69.0,59.0,36.0,39.0,82.0
1072,MIO_TKM,HIRE,NL,HU,279.0,307.0,202.0,216.0,294.0,216.0,226.0,279.0,260.0,264.0
1073,MIO_TKM,HIRE,NL,IE,67.0,47.0,43.0,66.0,49.0,46.0,42.0,74.0,60.0,41.0
1074,MIO_TKM,HIRE,NL,IT,387.0,130.0,120.0,45.0,329.0,211.0,172.0,187.0,62.0,289.0
1075,MIO_TKM,HIRE,NL,LI,,,,,,,1.0,2.0,,
1076,MIO_TKM,HIRE,NL,LT,272.0,317.0,280.0,271.0,252.0,327.0,264.0,272.0,366.0,318.0
1077,MIO_TKM,HIRE,NL,LU,58.0,45.0,17.0,31.0,42.0,62.0,57.0,82.0,113.0,89.0
1078,MIO_TKM,HIRE,NL,LV,212.0,278.0,227.0,256.0,296.0,248.0,247.0,282.0,302.0,197.0
1079,MIO_TKM,HIRE,NL,NO,37.0,29.0,77.0,80.0,26.0,69.0,56.0,126.0,95.0,90.0
1080,MIO_TKM,HIRE,NL,PL,3701.0,3421.0,4263.0,3110.0,2548.0,2330.0,1889.0,2321.0,2074.0,1940.0
1081,MIO_TKM,HIRE,NL,PT,202.0,329.0,383.0,333.0,243.0,231.0,472.0,514.0,557.0,470.0
1082,MIO_TKM,HIRE,NL,RO,424.0,227.0,238.0,134.0,336.0,218.0,264.0,318.0,483.0,319.0
1083,MIO_TKM,HIRE,NL,SE,37.0,32.0,116.0,188.0,171.0,176.0,138.0,188.0,153.0,128.0
1084,MIO_TKM,HIRE,NL,SI,214.0,223.0,228.0,117.0,143.0,177.0,231.0,183.0,145.0,181.0
1085,MIO_TKM,HIRE,NL,SK,247.0,309.0,188.0,182.0,241.0,140.0,238.0,149.0,250.0,262.0
1086,MIO_TKM,HIRE,NL,UK,226.0,181.0,201.0,250.0,192.0,180.0,217.0,253.0,307.0,270.0
1087,MIO_TKM,HIRE,NO,AT,17.0,20.0,13.0,11.0,28.0,15.0,45.0,47.0,29.0,13.0
1088,MIO_TKM,HIRE,NO,BE,,,,1.0,8.0,2.0,17.0,8.0,11.0,8.0
1089,MIO_TKM,HIRE,NO,BG,,,,49.0,,56.0,,,,
1090,MIO_TKM,HIRE,NO,CH,,,,10.0,,12.0,,,,
1091,MIO_TKM,HIRE,NO,CY,,0.0,,,,,,,,0.0
1092,MIO_TKM,HIRE,NO,CZ,45.0,32.0,25.0,64.0,84.0,124.0,78.0,72.0,107.0,83.0
1093,MIO_TKM,HIRE,NO,DE,106.0,82.0,136.0,137.0,159.0,210.0,232.0,206.0,186.0,193.0
1094,MIO_TKM,HIRE,NO,DK,400.0,362.0,312.0,283.0,295.0,267.0,285.0,352.0,289.0,349.0
1095,MIO_TKM,HIRE,NO,EE,15.0,87.0,133.0,45.0,26.0,45.0,55.0,18.0,54.0,41.0
1096,MIO_TKM,HIRE,NO,EL,,,,,,,,,,
1097,MIO_TKM,HIRE,NO,ES,166.0,28.0,72.0,,62.0,73.0,35.0,66.0,,30.0
1098,MIO_TKM,HIRE,NO,EU15,,,,,,,,,,
1099,MIO_TKM,HIRE,NO,FI,120.0,235.0,124.0,74.0,454.0,190.0,252.0,445.0,229.0,389.0
1100,MIO_TKM,HIRE,NO,FR,,6.0,,,3.0,,,,7.0,10.0
1101,MIO_TKM,HIRE,NO,HR,,14.0,13.0,,1.0,,8.0,,10.0,10.0
1102,MIO_TKM,HIRE,NO,HU,23.0,32.0,6.0,13.0,28.0,13.0,12.0,12.0,2.0,11.0
1103,MIO_TKM,HIRE,NO,IE,,,,,,,,,,
1104,MIO_TKM,HIRE,NO,IT,,,,,,,,,,3.0
1105,MIO_TKM,HIRE,NO,LT,125.0,102.0,76.0,170.0,165.0,93.0,136.0,94.0,96.0,89.0
1106,MIO_TKM,HIRE,NO,LU,0.0,,,,,4.0,,,,
1107,MIO_TKM,HIRE,NO,LV,86.0,51.0,104.0,61.0,102.0,27.0,70.0,74.0,72.0,42.0
1108,MIO_TKM,HIRE,NO,NL,194.0,177.0,188.0,175.0,159.0,141.0,214.0,167.0,146.0,142.0
1109,MIO_TKM,HIRE,NO,PL,203.0,306.0,432.0,678.0,332.0,187.0,510.0,464.0,427.0,424.0
1110,MIO_TKM,HIRE,NO,PT,7.0,,,,,,69.0,,46.0,
1111,MIO_TKM,HIRE,NO,RO,10.0,32.0,,11.0,52.0,16.0,7.0,7.0,27.0,
1112,MIO_TKM,HIRE,NO,SE,646.0,596.0,838.0,910.0,923.0,826.0,673.0,720.0,855.0,847.0
1113,MIO_TKM,HIRE,NO,SI,36.0,,21.0,8.0,11.0,25.0,17.0,10.0,,
1114,MIO_TKM,HIRE,NO,SK,6.0,13.0,53.0,,23.0,78.0,8.0,8.0,18.0,
1115,MIO_TKM,HIRE,NO,UK,3.0,46.0,2.0,,,0.0,10.0,0.0,8.0,
1116,MIO_TKM,HIRE,OTH,BE,,,,,,,,,,
1117,MIO_TKM,HIRE,OTH,DE,,,,,,,,,,
1118,MIO_TKM,HIRE,OTH,DK,,,,,,,,,,
1119,MIO_TKM,HIRE,OTH,EL,,,,,,,,,,
1120,MIO_TKM,HIRE,OTH,ES,,,,,,,,,,
1121,MIO_TKM,HIRE,OTH,EU15,,,,,,,,,,
1122,MIO_TKM,HIRE,OTH,FR,,,,,,,,,,
1123,MIO_TKM,HIRE,OTH,IT,,,,,,,,,,
1124,MIO_TKM,HIRE,OTH,NL,,,,,,,,,,
1125,MIO_TKM,HIRE,OTH,UK,,,,,,,,,,
1126,MIO_TKM,HIRE,PL,AT,10.0,8.0,14.0,11.0,15.0,29.0,9.0,13.0,31.0,18.0
1127,MIO_TKM,HIRE,PL,BE,36.0,12.0,,,,12.0,27.0,12.0,12.0,3.0
1128,MIO_TKM,HIRE,PL,BG,144.0,325.0,516.0,294.0,33.0,165.0,84.0,24.0,157.0,60.0
1129,MIO_TKM,HIRE,PL,CH,,5.0,,17.0,,,,59.0,22.0,
1130,MIO_TKM,HIRE,PL,CY,0.0,0.0,0.0,,,,,,,
1131,MIO_TKM,HIRE,PL,CZ,201.0,145.0,148.0,168.0,202.0,239.0,234.0,280.0,361.0,323.0
1132,MIO_TKM,HIRE,PL,DE,432.0,486.0,441.0,514.0,470.0,407.0,343.0,412.0,465.0,481.0
1133,MIO_TKM,HIRE,PL,DK,45.0,6.0,12.0,8.0,14.0,2.0,20.0,19.0,31.0,10.0
1134,MIO_TKM,HIRE,PL,EE,41.0,25.0,52.0,64.0,66.0,45.0,35.0,38.0,44.0,42.0
1135,MIO_TKM,HIRE,PL,EL,156.0,7.0,134.0,76.0,3.0,22.0,18.0,19.0,31.0,28.0
1136,MIO_TKM,HIRE,PL,ES,451.0,226.0,356.0,120.0,220.0,519.0,225.0,364.0,245.0,255.0
1137,MIO_TKM,HIRE,PL,EU15,,,,,,,,,,
1138,MIO_TKM,HIRE,PL,FI,,,3.0,,,,,,,1.0
1139,MIO_TKM,HIRE,PL,FR,51.0,3.0,5.0,42.0,5.0,3.0,16.0,,8.0,
1140,MIO_TKM,HIRE,PL,HR,30.0,10.0,36.0,42.0,50.0,24.0,44.0,33.0,38.0,19.0
1141,MIO_TKM,HIRE,PL,HU,149.0,68.0,141.0,136.0,112.0,126.0,101.0,138.0,114.0,79.0
1142,MIO_TKM,HIRE,PL,IE,,7.0,6.0,3.0,12.0,2.0,3.0,,,11.0
1143,MIO_TKM,HIRE,PL,IT,28.0,31.0,28.0,14.0,15.0,151.0,267.0,4.0,,43.0
1144,MIO_TKM,HIRE,PL,LT,252.0,254.0,382.0,324.0,256.0,377.0,323.0,345.0,264.0,245.0
1145,MIO_TKM,HIRE,PL,LU,2.0,8.0,,0.0,1.0,2.0,1.0,,,
1146,MIO_TKM,HIRE,PL,LV,36.0,77.0,129.0,144.0,95.0,166.0,92.0,157.0,109.0,64.0
1147,MIO_TKM,HIRE,PL,NL,41.0,46.0,39.0,33.0,112.0,73.0,78.0,61.0,111.0,142.0
1148,MIO_TKM,HIRE,PL,NO,,4.0,33.0,,,2.0,59.0,8.0,5.0,4.0
1149,MIO_TKM,HIRE,PL,PT,61.0,98.0,56.0,19.0,34.0,168.0,201.0,55.0,155.0,45.0
1150,MIO_TKM,HIRE,PL,RO,325.0,286.0,147.0,222.0,135.0,117.0,113.0,66.0,108.0,86.0
1151,MIO_TKM,HIRE,PL,SE,1.0,3.0,3.0,7.0,5.0,10.0,10.0,2.0,15.0,12.0
1152,MIO_TKM,HIRE,PL,SI,121.0,86.0,74.0,111.0,79.0,76.0,99.0,51.0,60.0,97.0
1153,MIO_TKM,HIRE,PL,SK,167.0,111.0,148.0,115.0,105.0,110.0,196.0,222.0,195.0,144.0
1154,MIO_TKM,HIRE,PL,UK,12.0,11.0,11.0,8.0,7.0,2.0,4.0,2.0,6.0,11.0
1155,MIO_TKM,HIRE,PT,AT,,3.0,12.0,,,,,4.0,3.0,10.0
