aid,view,danmaku,reply,favorite,coin,share,now_rank,his_rank,like
5234,1982,142,8,3,0,0,0,0,0
5238,6112,159,54,256,37,21,0,0,11
5239,33674,2122,196,817,54,18,0,0,7
5240,165,27,7,2,0,3,0,0,0
5241,384,84,23,4,0,9,0,0,0
5242,6515,283,16,27,1,4,0,0,0
5243,17054,436,30,242,18,51,0,0,3
5244,20061,66,30,99,0,2,0,0,0
5245,7381,140,40,45,2,4,0,0,0
5246,1611,59,22,14,1,5,0,0,2
5247,2015,65,8,13,0,6,0,0,1
5252,20212,220,110,193,12,4,0,0,2
5255,2371,9,3,1,0,2,0,0,0
5256,1890,37,15,14,1,7,0,0,0
5257,1364,41,6,9,4,10,0,0,2
5258,8908,93,14,123,23,13,0,0,1
5260,2457,18,3,8,0,4,0,0,1
5261,468,8,4,4,0,5,0,0,0
5262,533,7,4,2,0,2,0,0,0
5263,4959,63,4,27,0,6,0,0,0
5265,75,31,21,7,2,3,0,0,0
5266,2990,141,10,12,0,10,0,0,0
5267,42940,1172,208,355,31,16,0,0,4
5268,1801,131,14,2,0,5,0,0,0
5270,1976,127,3,4,1,7,0,0,1
5272,21702,1028,24,29,18,11,0,0,0
5273,3862,154,14,8,0,6,0,0,0
5274,3425,31,27,75,13,4,0,0,0
5275,1636,0,7,8,0,4,0,0,0
5277,1649,369,8,4,1,5,0,0,0
5278,16550,312,47,87,4,10,0,0,1
5281,1679,32,15,5,2,2,0,0,0
5282,2089,9,4,11,0,1,0,0,2
5283,1293,8,6,2,0,3,0,0,0
5284,11715,556,21,124,6,8,0,0,0
5286,3225,279,25,19,0,1,0,0,0
5290,-1,179,54,9,0,2,0,0,0
5291,212,1292,28,19,1,2,0,0,0
5293,1007,67,4,4,2,3,0,0,0
5294,1943,59,9,51,4,5,0,0,1
5295,1566,44,5,14,0,2,0,0,0
5297,6288,103,31,230,14,3,0,0,4
5298,5160,719,34,53,16,4,0,0,1
5301,2201,48,15,35,1,5,0,0,1
5303,1007,41,12,1,0,2,0,0,0
5305,145490,24590,408,3701,193,78,0,74,59
5307,-1,982,13,12,1,7,0,0,0
5309,1653,41,5,1,0,2,0,0,0
5313,20330,1386,65,265,62,3,0,704,0
5314,193,258,17,2,0,3,0,0,1
5315,1188,21,13,3,0,2,0,0,0
5316,332,84,54,22,0,6,0,0,0
5317,-1,5024,761,4939,349,359,0,542,128
5318,558,6,8,6,0,3,0,0,1
5319,1091,40,16,16,0,6,0,0,0
5321,1688,48,21,12,1,5,0,0,1
5322,689,7,3,3,0,1,0,0,0
5323,226925,10455,194,1191,158,172,0,751,25
5324,686,6,5,7,2,5,0,0,0
5325,-1,490,350,221,124,54,0,743,10
5326,1792,119,12,35,3,12,0,0,1
5327,1650,83,11,9,0,2,0,0,2
5329,5522,158,36,33,2,7,0,0,0
5330,4224,499,20,47,5,13,0,0,0
5331,30398,5539,88,149,106,13,0,0,0
5332,160,18,7,5,0,4,0,0,0
5336,484,16,8,7,1,2,0,0,3
5337,5521,96,30,136,11,5,0,0,15
5339,4711,230,12,14,1,5,0,0,0
5340,397,3,2,1,0,3,0,0,0
5343,1304,19,5,2,0,6,0,0,0
5344,-1,488,245,5091,302,21,0,26,7
5346,6328,603,36,34,2,7,0,0,0
5347,1445,90,11,4,0,6,0,0,0
5348,3898,257,24,27,1,2,0,0,0
5349,2117,222,15,1,0,5,0,0,0
5353,3966,31,7,1,0,3,0,0,0
5355,967,12,3,3,0,6,0,0,0
5356,9667,100,19,61,1,6,0,0,0
5357,220,28,5,13,1,5,0,0,0
5359,923,7,4,4,0,5,0,0,0
5360,1785,17,6,12,0,5,0,0,0
5361,3141,103,19,3,0,3,0,0,0
5362,37,15,13,7,0,2,0,0,2
5363,2592,94,24,4,0,2,0,0,0
5364,4212,99,22,90,2,5,0,0,0
5365,3254,172,14,5,1,4,0,0,0
5366,64579,5797,189,3505,129,53,0,0,9
5367,3972,95,18,31,1,3,0,0,0
5368,40439,2900,86,72,16,5,0,0,0
5369,61277,2112,489,465,6,12,0,0,0
5370,883,37,4,3,0,4,0,0,0
5374,64542,2401,58,59,35,8,0,0,0
5376,388442,44026,430,292,200,40,0,0,1
5379,22051,388,118,269,17,4,0,0,1
5380,2670,38,11,21,3,9,0,0,0
5381,2257,133,17,5,0,3,0,0,0
5382,515,14,4,3,0,3,0,0,0
5383,131,127,7,16,1,3,0,0,0
5384,815,20,7,9,0,3,0,0,0
5385,525,13,4,6,0,2,0,0,1
5386,2535,545,18,31,2,2,0,0,0
5390,27140,536,102,338,27,4,0,0,0
5392,2965,60,12,40,5,8,0,0,0
5393,77054,1638,72,85,11,6,0,0,3
5394,2050,65,9,26,0,3,0,0,0
5396,1429,13,4,4,0,5,0,0,1
5398,2041,166,7,43,1,7,0,0,1
5402,2738,157,25,47,4,7,0,0,1
5406,1159,15,5,1,0,2,0,0,0
5407,-1,93,16,4,2,1,0,0,0
5411,1003,298,10,6,1,3,0,0,0
5412,469,2,12,1,0,4,0,0,0
5413,1387,29,8,15,0,6,0,0,0
5417,2617,45,9,2,0,5,0,0,1
5418,2847,66,112,17,4,3,0,0,4
5420,1999,33,8,3,2,1,0,0,0
5421,2086,29,20,5,0,5,0,0,0
5422,812,39,9,3,0,0,0,0,0
5423,1793,5,11,16,1,4,0,0,3
5424,1275,14,6,0,0,5,0,0,0
5425,7203,224,42,80,5,3,0,0,2
5426,13,5,7,5,0,4,0,0,2
5428,8095,112,31,84,2,5,0,0,0
5429,9258,107,31,46,0,6,0,0,0
5430,3916,118,17,67,3,1,0,0,2
5432,11849,505,55,118,8,10,0,0,3
5433,1204,31,5,2,0,1,0,0,0
5434,518,3,2,5,1,4,0,0,0
5435,5030,293,8,10,2,1,0,0,0
5436,6074,75,24,36,2,3,0,0,0
5437,3452,46,13,18,0,5,0,0,0
5438,3331,111,288,57,3,7,0,0,11
5440,5828,123,22,10,1,9,0,0,0
5441,-1,57,103,25,3,8,0,0,8
5442,2042,181,12,35,1,0,0,0,0
5444,774,3,4,4,0,5,0,0,0
5445,332,219,8,23,0,7,0,0,0
5448,1965,219,10,1,0,6,0,0,0
5450,2005,226,6,15,2,5,0,0,0
5451,5917,33,18,4,1,3,0,0,0
5455,-1,90,61,35,0,1,0,0,1
5456,2241,61,6,9,1,3,0,0,0
5457,12768,48,10,124,5,5,0,0,0
5459,3718,109,14,22,2,3,0,0,0
5460,4275,91,14,19,0,7,0,0,0
5462,90,95,17,18,1,3,0,0,0
5463,527,0,3,2,0,2,0,0,1
5464,1490,14,6,5,0,5,0,0,0
5465,97176,1410,313,2847,208,50,0,401,29
5468,2192,105,14,12,0,3,0,0,0
5469,1349,101,8,3,1,5,0,0,0
5470,485,35,0,4,0,2,0,0,0
5472,21,3,1,1,0,2,0,0,2
5473,1717,23,26,2,0,5,0,0,2
5474,374,1,0,4,0,2,0,0,1
5475,1414,96,6,1,1,5,0,0,0
5477,22819,540,213,231,2,5,0,0,0
5478,1299,62,25,8,1,6,0,0,0
5483,927,23,7,1,1,6,0,0,0
5486,45057,1416,33,55,4,2,0,0,2
5487,1070,140,35,246,18,20,0,0,4
5488,87261,1308,73,72,11,4,0,0,2
5490,1215,52,18,52,2,6,0,0,4
5491,3006,60,19,49,4,9,0,0,2
5494,-1,17,6,13,1,2,0,0,0
5495,9558,71,13,106,0,1,0,0,0
5497,3164,162,11,5,0,3,0,0,0
5500,19882,182,43,171,3,8,0,0,0
5501,42399,1875,32,49,20,6,0,0,0
5504,3743,51,21,54,0,5,0,0,0
5505,-1,12,14,11,1,1,0,0,0
5507,-1,447,87,127,30,16,0,0,3
5508,1442,176,3,2,0,7,0,0,0
5509,191,28,12,18,0,10,0,0,0
5510,5098,254,19,16,0,2,0,0,0
5511,1008,63,10,8,1,1,0,0,0
5512,-1,6,9,28,2,3,0,0,0
5513,-1,102,10,16,1,3,0,0,0
5514,-1,379,29,119,5,12,0,0,0
5515,28377,524,142,584,32,17,0,0,3
5516,981,22,12,18,2,1,0,0,1
5518,2429,6,4,16,0,4,0,0,4
5519,5652,117,18,47,9,9,0,0,0
5520,845,14,7,9,0,1,0,0,0
5521,780,54,11,10,1,7,0,0,0
5522,247936,7294,959,1841,337,415,0,83,189
5523,2225,102,12,46,5,6,0,0,3
5524,1286,20,7,7,0,4,0,0,0
5525,-1,207,52,54,17,5,0,0,4
5526,2946,31,10,12,0,5,0,0,0
5527,154,108,5,8,2,3,0,0,2
5529,1904,7,4,10,1,3,0,0,1
5531,7923,433,36,77,5,2,0,0,1
5532,1306,52,8,50,1,3,0,0,6
5534,1936,21,7,3,1,4,0,0,0
5537,12886,95,14,157,9,6,0,0,2
5539,9883,205,14,38,6,7,0,0,0
5541,2185,91,10,11,1,5,0,0,1
5543,2229,284,15,4,1,2,0,0,0
5544,143294,3534,518,2365,39,155,0,160,5
5545,7911,0,18,9,1,2,0,0,1
5546,1047,231,14,11,1,2,0,0,0
5547,18092,856,14,14,15,9,0,0,0
5550,34856,4039,48,15,8,5,0,0,0
5551,59109,3226,123,1421,159,59,0,216,4
5553,1852,86,18,5,0,5,0,0,0
5561,77,164,6,13,1,2,0,0,0
5562,539,1,3,5,0,2,0,0,0
5563,1151,60,6,34,0,6,0,0,3
5566,5363,1095,25,11,0,3,0,0,0
5567,1578,13,9,100,7,8,0,0,4
5573,404,8,3,4,0,1,0,0,1
5575,19644,39,172,361,29,6,0,0,2
5576,540,5,3,7,0,4,0,0,0
5577,14203,424,108,162,13,2,0,0,2
5578,994,5,4,16,1,3,0,0,1
5579,22,6,4,4,0,1,0,0,1
5583,26518,978,38,418,6,7,0,0,0
5584,175702,6758,150,1828,61,39,0,290,6
5585,31409,877,190,1684,140,40,0,0,7
5586,2651,10006,166,1108,31,8,0,374,1
5588,2805,145,21,25,5,5,0,0,3
5589,3894,109,15,17,0,5,0,0,0
5590,1713,67,13,10,1,9,0,0,0
5592,2238,43,12,17,1,7,0,0,0
5593,-1,40,8,3,0,5,0,0,0
5594,12529,191,123,42,21,2,0,556,3
5595,10022,38,6,51,0,4,0,0,0
5597,14029,416,15,57,4,7,0,0,6
5598,-1,28,4,5,1,1,0,0,0
5599,-1,30,26,34,8,7,0,0,11
5600,1626,94,16,3,1,2,0,0,0
5601,-1,73,11,24,5,2,0,0,1
5602,1329,17,8,2,2,5,0,0,0
5603,4264,213,15,67,3,4,0,0,0
5605,3269,140,14,13,0,3,0,0,0
5606,907,48,15,37,2,4,0,0,3
5608,-1,3405,134,2267,309,42,0,0,41
5609,3044,71,16,37,0,5,0,0,0
5610,451,17,2,1,0,1,0,0,0
5611,11467,189,18,101,25,10,0,0,2
5612,951,17,2,2,0,1,0,0,0
5613,46767,3,109,299,19,13,0,0,1
5614,1116,29,6,8,0,7,0,0,0
5615,9920,500,18,4,0,16,0,0,1
5616,1621,13,10,14,3,3,0,0,1
5617,536,92,24,183,3,10,0,0,4
5618,137,169,25,23,1,5,0,0,0
5619,3240,114,8,8,1,8,0,0,1
5620,1755,212,5,3,0,4,0,0,1
5621,3552,234,14,39,5,5,0,0,1
5622,4128,371,36,22,1,6,0,0,0
5639,1144,28,4,0,0,2,0,0,0
5641,5165,26,10,48,2,6,0,0,1
5642,16743,4541,38,43,4,4,0,0,2
5643,16554,235,55,775,124,47,0,0,1
5644,18725,917,38,289,9,5,0,0,1
5646,3179,166,21,36,3,6,0,0,1
5649,1048,14,11,17,1,2,0,0,0
5651,8099,324,43,145,12,7,0,0,0
5652,986,5,6,12,0,4,0,0,0
5653,11,17,10,7,1,1,0,0,0
5658,734,10,2,14,0,0,0,0,2
5659,480,36,5,6,0,1,0,0,1
5660,314567,705,354,963,32,36,0,0,151
5661,790,14,8,6,2,6,0,0,0
5667,1121,208,12,8,0,1,0,0,0
5668,509,11,0,1,1,0,0,0,1
5670,2629,42,10,15,3,5,0,0,0
5671,20621,589,45,226,7,5,0,0,6
5672,1957,69,8,3,0,6,0,0,2
5673,1620,24,4,2,0,3,0,0,0
5674,685,14,7,13,0,3,0,0,0
5676,15119,810,45,49,1,0,0,0,0
5677,-1,545,13,21,4,3,0,0,0
5678,1685,38,38,2,1,2,0,0,1
5679,-1,607,116,150,0,6,0,0,0
5680,92,106,4,9,0,3,0,0,0
5682,1085,51,5,4,0,1,0,0,0
5689,3490,53,10,33,2,4,0,0,1
5690,1121,25,3,10,1,3,0,0,0
5693,334861,35164,2077,16527,2136,2937,0,53,69
5694,849,12,3,5,0,3,0,0,0
5695,1399,178,6,1,0,4,0,0,0
5696,26873,494,25,72,4,9,0,0,0
5697,1172,22,4,0,1,1,0,0,0
5699,1196,13,4,16,1,2,0,0,2
5700,683,9,2,5,0,1,0,0,0
5701,104,4,2,4,0,8,0,0,0
5702,752,12,1,6,1,3,0,0,0
5704,907,42,3,5,3,5,0,0,0
5707,849,1,3,2,0,6,0,0,0
5708,175,80,11,2,0,4,0,0,0
5709,1011,20,3,18,0,4,0,0,0
5711,1748,164,3,15,1,2,0,0,0
5714,3309,120,3,3,1,6,0,0,0
5715,1661,64,4,4,2,3,0,0,0
5716,846,214,5,5,1,3,0,0,0
5717,1473,46,4,2,0,4,0,0,0
5718,790,115,5,5,1,5,0,0,0
5719,24576,1064,201,1057,197,42,0,0,27
5721,1093,11,2,10,0,6,0,0,0
5722,1932,24,2,14,0,3,0,0,0
5723,14,7,2,4,0,0,0,0,0
5725,13483,405,10,335,3,5,0,0,5
5726,2597,59,9,87,3,6,0,0,2
5727,2880,37,8,66,2,4,0,0,0
5728,218786,6130,822,6176,468,72,0,149,57
5729,72,38,12,38,0,2,0,0,0
5730,1488,20,1,2,0,3,0,0,0
5731,5603,100,8,79,12,6,0,0,0
5732,650,6,1,4,0,2,0,0,0
5733,2736,264,1,5,0,4,0,0,0
5735,11844,285,15,59,14,7,0,0,5
5736,3157,114,11,46,1,4,0,0,0
5737,7287,435,22,218,7,10,0,0,0
5741,10959,181,46,200,11,6,0,0,1
5742,1808,144,10,25,0,4,0,0,0
5746,578,8,2,4,2,4,0,0,0
5747,589,10,2,6,2,3,0,0,0
5749,2007,32,14,8,3,4,0,0,0
5750,3101,43,8,13,6,5,0,0,0
5752,3999,555,7,9,0,3,0,0,0
5753,84,9,2,4,0,3,0,0,0
5754,496,10,4,4,0,6,0,0,0
5755,562,6,2,7,1,7,0,0,0
5756,664,2,3,4,1,2,0,0,0
5757,2176,8,4,10,0,4,0,0,0
5758,16790,1563,55,432,16,14,0,0,2
5759,1506,83,3,8,0,3,0,0,0
5764,1910,330,1,3,0,4,0,0,0
5765,1647,62,18,21,3,4,0,0,4
5766,13860,383,11,71,3,10,0,0,0
5768,586,25,3,6,2,2,0,0,1
5769,700,192,10,68,7,11,0,0,4
5770,1358,26,7,13,0,4,0,0,0
5771,495,10,5,4,0,3,0,0,0
5772,3128,41,3,6,0,4,0,0,0
5773,1518,17,2,1,1,3,0,0,0
5776,1905,24,9,33,6,4,0,0,1
5777,176,78,6,10,0,4,0,0,0
5780,2638,62,6,15,0,7,0,0,0
5782,10010,319,30,238,7,5,0,0,0
5783,2630,0,38,14,4,2,0,0,0
5784,848,18,1,6,0,2,0,0,0
5785,1680,30,6,5,1,5,0,0,0
5787,16738,206,32,283,34,11,0,0,3
5788,1405,11,3,7,0,3,0,0,1
5789,366,889,26,56,2,0,0,0,0
5791,2732,35,3,29,2,1,0,0,1
5793,9464,278,46,188,23,10,0,0,4
5794,44176,1588,127,540,53,29,0,0,7
5795,1252,32,14,5,0,5,0,0,0
5796,18413,249,56,834,35,22,0,0,16
5799,3982,776,39,10,14,2,0,0,1
5800,4380,20,5,3,1,4,0,0,1
5801,11585,226,4,14,0,7,0,0,0
5803,10439,192,7,124,2,3,0,0,2
5805,5041,118,2,23,0,3,0,0,1
5807,103,7,2,2,0,4,0,0,0
5809,107663,4991,152,2453,231,89,0,0,16
5811,3735,61,3,6,0,2,0,0,1
5813,63390,950,512,2085,271,38,0,946,14
5814,5913,118,49,245,29,13,0,0,18
5815,1583,44,2,2,0,2,0,0,0
5816,1392,78,3,2,0,2,0,0,0
5817,5129,233,6,9,1,7,0,0,1
5818,89,115,13,3,0,3,0,0,0
5821,1244,25,5,4,1,8,0,0,0
5822,2590,121,3,14,0,1,0,0,0
5824,7848,727,18,76,1,5,0,0,0
5825,69304,1208,225,1780,128,82,0,0,15
5827,4442,331,8,4,1,3,0,0,0
5829,1044,1372,40,93,4,7,0,0,1
5832,483,2,3,3,1,3,0,0,0
5833,1341,28,2,6,1,2,0,0,0
5834,8955,1130,11,76,7,6,0,0,0
5837,21890,285,44,294,7,2,0,0,0
5838,1468,78,1,4,0,0,0,0,0
5839,63480,513,22,161,4,14,0,14,0
5840,77,5,9,1,0,6,0,0,0
5841,1170,27,5,7,0,4,0,0,1
5842,77728,1282,310,3645,344,144,0,0,136
5844,1620,52,5,22,1,4,0,0,0
5845,1067,51,6,3,0,3,0,0,0
5846,15171,1055,7,12,0,2,0,0,0
5847,728,10,2,6,0,2,0,0,3
5848,2075,95,3,1,1,8,0,0,1
5849,438,11,4,13,1,5,0,0,0
5851,17772,8,7,14,0,5,0,0,1
5852,2584,7,7,3,0,3,0,0,0
5853,984,31,5,9,1,3,0,0,1
5854,2429,31,4,23,2,10,0,0,1
5855,1252,37,7,10,1,6,0,0,0
5858,1803,53,5,10,0,4,0,0,0
5861,161979,9652,291,1292,164,52,0,179,4
5862,5954,641,22,58,1,5,0,0,0
5863,3638,197,13,47,1,6,0,0,0
5866,6234,72,80,354,9,9,0,906,2
5867,1603,51,4,1,0,2,0,0,0
5868,2410,99,2,16,0,5,0,0,0
5869,963,29,4,3,1,3,0,0,0
5870,1195,144,8,3,0,1,0,0,0
5871,6752,406,14,15,0,1,0,0,0
5872,3382,72,5,1,1,3,0,0,0
5874,11507,174,6,26,2,6,0,0,0
5876,2908,54,7,1,0,6,0,0,0
5878,72414,9032,404,1619,317,42,0,734,69
5881,27005,690,49,321,18,18,0,0,1
5883,54935,2773,179,581,53,17,0,0,6
5889,17264,158,41,464,34,8,0,0,2
5892,37611,5453,204,600,62,36,0,0,10
5893,82,27,2,9,4,1,0,0,0
5894,3583,184,18,34,4,3,0,0,0
5897,2125,50,1,6,0,2,0,0,0
5900,1125,6,2,20,1,4,0,0,0
5901,3832,146,6,8,0,3,0,0,0
5902,856,31,5,1,0,4,0,0,0
5903,1529,130,3,3,0,4,0,0,0
5904,6646,155,35,81,5,9,0,0,1
5905,925,71,9,2,2,5,0,0,0
5907,1805,222,5,6,0,6,0,0,0
5908,451037,18517,747,3382,402,371,0,0,9
5910,700,82,2,7,0,1,0,0,0
5911,408,15,1,3,0,5,0,0,2
5912,496,11,1,2,0,4,0,0,1
5913,4496,824,15,35,0,2,0,0,0
5914,19724,427,91,216,13,17,0,0,2
5916,3027,146,24,208,16,17,0,0,3
5917,1262,56,2,2,0,9,0,0,0
5918,1504,68,6,3,0,2,0,0,0
5919,119409,4052,46,82,77,12,0,0,0
5920,1122,51,11,3,0,4,0,0,0
5921,18076,2655,65,152,0,8,0,0,0
5922,1892,54,7,1,0,2,0,0,0
5923,4130,101,4,12,2,3,0,0,0
5924,9414,248,7,228,4,9,0,0,5
5925,662,87,1,19,0,2,0,0,0
5927,1582,10,2,3,0,2,0,0,0
5928,693,0,4,4,0,1,0,0,0
5932,31076,656,11,27,1,9,0,0,1
5935,2345,67,7,2,1,6,0,0,0
5937,9593,319,84,533,60,26,0,0,7
5938,1149,10,18,7,0,3,0,0,0
5940,83321,4373,142,105,86,19,0,0,0
5941,1112,22,4,2,0,4,0,0,0
5943,14323,290,14,286,12,7,0,0,2
5944,102038,17140,213,1945,156,32,0,0,17
5945,8012,162,23,218,30,19,0,0,1
5947,6522,233,14,50,0,5,0,0,1
5948,3773,561,3,7,0,4,0,0,0
5949,6110,464,42,15,40,7,0,0,6
5950,1223,52,4,4,0,4,0,0,0
5951,2825,340,9,14,0,3,0,0,0
5952,6705,2080,22,15,1,3,0,0,0
5953,2213,96,54,212,14,28,0,0,7
5955,28396,2083,25,120,8,21,0,0,7
5956,21110,1334,37,188,68,38,0,0,7
5957,1514,369,7,15,40,1,0,0,6
5958,2674,73,11,14,2,3,0,0,1
5959,1663,73,7,11,1,2,0,0,0
5960,4706,503,22,55,45,4,0,0,3
5962,21,100,16,17,0,4,0,0,0
5965,588,14,1,1,0,3,0,0,0
5966,5018,10967,14,22,0,2,0,0,0
5967,8931,308,39,134,12,7,0,0,2
5969,36022,2104,18,36,17,2,0,0,0
5970,4233,25,10,40,3,6,0,0,1
5972,988,609,4,7,0,4,0,0,0
5975,15941,347,19,328,33,4,0,285,1
5976,5606,238,13,53,0,3,0,0,0
5977,2730,21,5,9,0,6,0,0,0
5978,1070,7,5,12,0,0,0,0,0
5979,7915,821,9,102,2,5,0,0,0
5980,5572,453,44,139,5,3,0,0,8
5981,384,75,6,7,2,4,0,0,2
5985,3563,159,5,7,2,7,0,0,0
5986,839,133,4,10,3,6,0,0,0
5988,21312,426,31,98,5,28,0,0,0
5990,1058,12,4,8,0,0,0,0,0
5991,1604,202,4,10,1,4,0,0,0
5992,1072,66,3,16,1,4,0,0,0
5993,967,19,4,11,0,1,0,0,0
5994,39254,2609,132,510,66,48,0,0,2
5995,-1,72,6,19,4,5,0,0,0
5997,-1,6,22,44,2,5,0,0,0
5998,1359,21,7,27,2,3,0,0,0
6002,3052,219,5,3,0,5,0,0,0
6004,5781,117,9,56,4,4,0,0,0
6007,4326,122,17,5,0,4,0,0,1
6012,3548,349,11,7,0,7,0,0,0
6013,1623,48,14,31,1,2,0,0,0
6015,1773,60,24,20,4,1,0,0,0
6016,349,4,1,1,0,4,0,0,0
6018,2170,142,8,24,1,2,0,0,2
6019,3061,699,13,27,5,3,0,0,1
6020,4377,312,12,10,2,1,0,0,0
6021,14903,71,64,374,30,12,0,0,17
6022,707,39,5,12,0,4,0,0,2
6023,1015,3,3,25,2,1,0,0,1
6024,844,6,3,8,1,4,0,0,0
6025,6876,11,12,49,2,7,0,0,0
6026,1868,63,6,47,3,3,0,0,1
6030,80470,1135,181,1563,122,180,0,734,5
6033,3349,103,8,20,1,7,0,0,0
6034,5487,246,6,13,1,2,0,0,0
6035,2944,110,16,7,1,6,0,0,0
6036,6024,105,8,11,0,1,0,0,0
6037,-1,12,5,7,2,6,0,0,0
6039,458,89,4,11,1,7,0,0,0
6040,1414,82,7,5,4,6,0,0,0
6041,1326,12,2,3,1,4,0,0,0
6042,783,42,4,20,0,0,0,0,1
6043,6572,127,17,201,6,8,0,0,8
6045,7909,302,14,33,4,3,0,0,0
6048,13166,261,16,222,8,21,0,0,0
6050,803,16,5,1,0,1,0,0,0
6052,-1,2738,20,27,2,3,0,0,0
6053,2944,105,12,22,4,10,0,0,2
6054,343,712,30,8,1,6,0,0,0
6055,1363,75,6,9,0,4,0,0,0
6056,1576,35,20,10,1,7,0,0,0
6057,1012,13,2,4,0,3,0,0,0
6058,7622,407,16,33,2,11,0,0,3
6059,1459,30,3,1,0,2,0,0,0
6061,5087,266,2,23,2,5,0,0,1
6062,515,258,10,8,0,6,0,0,0
6064,41222,1691,105,1002,48,38,0,137,10
6065,551,11,2,1,0,3,0,0,1
6066,14429,1484,39,253,2,7,0,0,0
6067,980,24,2,6,0,5,0,0,0
6068,50522,2853,87,658,23,36,0,690,10
6069,82099,4967,465,2394,225,245,0,819,19
6070,8218,523,7,65,0,3,0,0,1
6071,1334,71,23,227,12,6,0,0,1
6072,622,47,5,20,0,4,0,0,1
6073,5671,302,11,36,0,1,0,0,0
6074,4203,101,8,24,0,14,0,0,2
6076,4155,53,3,10,0,6,0,0,0
6077,915,16,2,6,2,3,0,0,1
6078,523,7,1,5,0,7,0,0,0
6079,736,9,1,3,1,5,0,0,0
6080,218,266,5,3,0,6,0,0,0
6082,2975,98,11,66,10,5,0,0,4
6084,3413,62,2,6,0,4,0,0,0
6085,-1,397,8,68,2,4,0,898,0
6086,2679,279,13,2,0,4,0,0,0
6087,7131,388,8,5,0,3,0,0,0
6089,1860,11,2,7,0,4,0,0,0
6091,966,27,2,7,0,4,0,0,0
6094,2998,140,4,17,0,4,0,0,1
6095,145,97,10,1,1,3,0,0,1
6096,10202,157,17,171,12,10,0,0,0
6097,2087,76,14,10,0,5,0,0,0
6098,3843,221,8,18,1,5,0,0,1
6100,2212,331,19,32,13,4,0,0,1
6101,3526,486,12,36,9,17,0,0,2
6102,5057,247,29,27,1,5,0,0,0
6104,850,440,24,109,7,7,0,0,0
6105,14721,402,26,157,12,12,0,0,5
6106,19122,4527,116,185,9,3,0,0,1
6108,4804,130,12,15,1,6,0,0,0
6111,10133,297,18,23,4,8,0,915,1
6117,1288,27,4,3,1,5,0,0,0
6121,27373,212,130,620,39,11,0,0,5
6122,4761,154,3,11,1,11,0,0,0
6126,495,25,2,1,1,6,0,0,0
6127,7086,433,22,192,25,10,0,0,1
6128,2895,269,15,6,0,3,0,0,0
6130,1964,109,3,4,0,2,0,0,0
6131,3103,10,1,3,0,2,0,0,0
6133,2745,218,14,6,0,5,0,0,0
6135,3890,7125,342,1809,121,27,0,0,5
6136,991,31,5,3,0,5,0,0,0
6137,1689,54,2,1,0,4,0,0,0
6138,850,31,3,14,0,9,0,0,1
6140,4346,206,33,12,0,4,0,0,0
6141,12346,1443,16,62,1,12,0,0,1
6142,12105,961,15,14,6,6,0,0,0
6143,6580,180,20,39,0,6,0,0,0
6144,1956,60,10,1,1,4,0,0,0
6145,42,86,12,6,0,4,0,0,0
6146,4186,48,5,3,0,4,0,0,0
6148,1668,129,3,1,2,4,0,0,0
6149,16292,554,40,143,11,11,0,0,1
6151,8202,372,25,106,7,6,0,0,1
6155,4398,476,20,13,0,2,0,0,0
6156,2408,89,16,14,1,4,0,0,1
6157,32631,449,106,85,31,27,0,0,0
6161,3466,119,17,38,3,4,0,0,2
6163,3770,904,16,9,0,3,0,0,0
6164,86,61,5,4,0,7,0,0,0
6165,2472,33,6,1,0,3,0,0,0
6169,1765,123,8,1,0,6,0,0,0
6170,5322,145,33,37,6,8,0,0,1
6171,7,38,4,1,0,3,0,0,0
6172,5328,413,13,13,0,6,0,0,1
6173,936,31,3,3,0,4,0,0,0
6176,8674,550,11,4,0,1,0,0,0
6178,1176,81,25,6,2,7,0,0,2
6179,787,16,1,7,0,3,0,0,0
6181,1023,93,2,1,0,0,0,0,0
6185,104,159,11,11,2,5,0,0,0
6187,2141,95,16,8,1,3,0,0,1
6188,2861,60,10,5,0,4,0,0,0
6191,3529,162,17,15,0,6,0,0,1
6192,47,8,4,11,1,4,0,0,0
6193,2143,12,3,8,0,8,0,0,2
6194,476,5,1,6,0,4,0,0,2
6197,619,10,1,4,0,2,0,0,2
6198,812,11,1,6,1,1,0,0,1
6199,947,52,7,25,1,6,0,0,2
6202,1106,197,7,4,2,4,0,0,0
6208,30150,1284,62,318,27,9,0,0,1
6210,24741,2172,49,133,8,11,0,0,0
6212,1956,128,14,18,0,9,0,0,0
6213,2463,187,9,33,0,1,0,0,0
6214,21431,857,93,415,3,5,0,0,2
6218,1178,23,2,1,0,5,0,0,0
6219,60,13,1,9,0,3,0,0,0
6220,65698,2481,112,897,172,5,0,61,1
6221,13716,3498,84,124,6,2,0,0,1
6222,4142,223,5,20,1,3,0,0,0
6224,4262,240,13,10,0,1,0,0,0
6225,14410,2905,42,38,1,7,0,0,0
6228,737,16,4,9,1,3,0,0,0
6229,18023,775,80,110,6,9,0,0,5
6230,3682,934,14,32,2,5,0,0,0
6231,6685,182,8,166,5,7,0,0,0
6234,28645,204,17,141,10,20,0,149,1
6237,791,6,2,3,1,5,0,0,1
6239,4723,335,15,52,6,14,0,0,1
6240,2716,423,12,32,2,7,0,767,1
6241,3511,405,19,19,1,2,0,0,0
6242,4987,477,12,24,4,10,0,0,0
