dt,view,danmaku,reply,favorite,coin,share,now_rank,his_rank,no_reprint,copyright
2018-5-5-16-34-3,90754,3529,1480,8348,18975,923,0,0,1,1
2018-5-5-16-44-36,90757,3529,1480,8349,18975,923,0,0,1,1
2018-5-5-16-55-8,90761,3529,1480,8349,18975,923,0,0,1,1
2018-5-5-17-5-42,90764,3529,1480,8349,18975,923,0,0,1,1
2018-5-5-17-16-13,90766,3529,1480,8349,18975,923,0,0,1,1
2018-5-5-17-26-46,90769,3529,1480,8349,18975,923,0,0,1,1
2018-5-5-17-37-20,90771,3529,1480,8349,18975,923,0,0,1,1
2018-5-5-17-47-53,90775,3529,1480,8348,18975,923,0,0,1,1
2018-5-5-17-58-27,90776,3529,1480,8348,18975,923,0,0,1,1
2018-5-5-18-8-58,90777,3529,1480,8348,18975,923,0,0,1,1
2018-5-5-18-19-30,90781,3529,1480,8348,18975,923,0,0,1,1
2018-5-5-18-30-2,90783,3529,1480,8348,18975,923,0,0,1,1
2018-5-5-18-40-33,90783,3529,1480,8348,18975,923,0,0,1,1
2018-5-5-18-51-8,90785,3529,1480,8348,18975,923,0,0,1,1
2018-5-5-19-1-39,90786,3529,1480,8348,18975,923,0,0,1,1
2018-5-5-19-12-14,90786,3529,1480,8348,18975,923,0,0,1,1
2018-5-5-19-22-48,90786,3529,1480,8348,18975,923,0,0,1,1
2018-5-5-19-33-21,90788,3529,1480,8348,18975,923,0,0,1,1
2018-5-5-19-43-54,90791,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-19-54-26,90792,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-20-4-59,90794,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-20-15-31,90795,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-20-26-4,90796,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-20-36-36,90796,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-20-47-9,90798,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-20-57-42,90798,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-21-8-16,90798,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-21-18-50,90800,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-21-29-24,90802,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-21-39-55,90803,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-21-50-28,90806,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-22-1-0,90807,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-22-11-34,90809,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-22-22-5,90811,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-22-32-39,90812,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-22-43-11,90814,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-22-53-43,90817,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-23-4-14,90818,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-23-14-49,90818,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-23-25-20,90821,3530,1480,8348,18975,923,0,0,1,1
2018-5-5-23-35-54,90822,3530,1480,8347,18975,923,0,0,1,1
2018-5-5-23-46-28,90826,3530,1480,8347,18977,923,0,0,1,1
2018-5-5-23-57-1,90831,3530,1480,8347,18977,923,0,0,1,1
2018-5-6-0-7-34,90833,3530,1480,8347,18977,923,0,0,1,1
2018-5-6-0-18-6,90837,3530,1480,8347,18977,923,0,0,1,1
2018-5-6-0-28-38,90841,3530,1480,8347,18977,923,0,0,1,1
2018-5-6-0-39-12,90843,3530,1480,8347,18977,923,0,0,1,1
2018-5-6-0-49-43,90847,3530,1480,8347,18977,923,0,0,1,1
2018-5-6-1-0-18,90849,3530,1480,8347,18977,923,0,0,1,1
2018-5-6-1-10-50,90854,3530,1480,8347,18981,923,0,0,1,1
2018-5-6-1-21-21,90856,3530,1480,8347,18981,923,0,0,1,1
2018-5-6-1-31-53,90861,3530,1480,8347,18981,923,0,0,1,1
2018-5-6-1-42-24,90864,3530,1480,8347,18981,923,0,0,1,1
2018-5-6-1-52-56,90866,3530,1480,8347,18981,923,0,0,1,1
2018-5-6-2-3-29,90870,3530,1480,8347,18981,923,0,0,1,1
2018-5-6-2-14-3,90874,3530,1480,8347,18981,923,0,0,1,1
2018-5-6-2-24-33,90876,3530,1480,8347,18982,923,0,0,1,1
2018-5-6-2-35-5,90880,3530,1480,8348,18983,923,0,0,1,1
2018-5-6-2-45-39,90883,3530,1480,8348,18983,923,0,0,1,1
2018-5-6-2-56-12,90889,3530,1480,8347,18983,923,0,0,1,1
2018-5-6-3-6-46,90892,3530,1480,8347,18983,923,0,0,1,1
2018-5-6-3-17-20,90892,3530,1480,8347,18983,923,0,0,1,1
2018-5-6-3-27-54,90893,3530,1480,8348,18983,923,0,0,1,1
2018-5-6-3-38-26,90897,3530,1480,8348,18983,923,0,0,1,1
2018-5-6-3-48-57,90901,3530,1480,8349,18983,923,0,0,1,1
2018-5-6-3-59-29,90904,3530,1480,8349,18983,923,0,0,1,1
2018-5-6-4-10-3,90907,3530,1480,8349,18983,923,0,0,1,1
2018-5-6-4-20-36,90913,3530,1480,8350,18983,923,0,0,1,1
2018-5-6-4-31-8,90913,3530,1480,8350,18983,923,0,0,1,1
2018-5-6-4-41-41,90916,3530,1480,8350,18985,923,0,0,1,1
2018-5-6-4-52-12,90926,3530,1480,8350,18985,923,0,0,1,1
2018-5-6-5-2-44,90928,3531,1480,8350,18987,923,0,0,1,1
2018-5-6-5-13-15,90933,3531,1480,8351,18987,923,0,0,1,1
2018-5-6-5-23-48,90936,3531,1480,8351,18987,923,0,0,1,1
2018-5-6-5-34-20,90938,3531,1480,8351,18987,923,0,0,1,1
2018-5-6-5-44-53,90941,3531,1480,8351,18987,923,0,0,1,1
2018-5-6-5-55-26,90946,3531,1480,8351,18987,923,0,0,1,1
2018-5-6-6-5-57,90949,3531,1480,8351,18989,923,0,0,1,1
2018-5-6-6-16-31,90953,3531,1480,8351,18991,923,0,0,1,1
2018-5-6-6-27-4,90959,3531,1480,8351,18991,923,0,0,1,1
2018-5-6-6-37-38,90964,3533,1480,8351,18991,923,0,0,1,1
2018-5-6-6-48-11,90966,3533,1480,8351,18991,923,0,0,1,1
2018-5-6-6-58-45,90970,3533,1480,8352,18991,923,0,0,1,1
2018-5-6-7-9-18,90976,3533,1480,8352,18993,923,0,0,1,1
2018-5-6-7-19-52,90979,3533,1480,8352,18993,923,0,0,1,1
2018-5-6-7-30-25,90983,3533,1480,8352,18993,923,0,0,1,1
2018-5-6-7-40-57,90985,3533,1480,8352,18993,923,0,0,1,1
2018-5-6-7-51-30,90989,3533,1480,8352,18993,923,0,0,1,1
2018-5-6-8-2-1,90989,3533,1480,8353,18993,923,0,0,1,1
2018-5-6-8-12-32,90991,3533,1480,8353,18993,923,0,0,1,1
2018-5-6-8-23-6,91000,3534,1480,8353,18995,923,0,0,1,1
2018-5-6-8-33-40,91005,3534,1480,8353,18995,923,0,0,1,1
2018-5-6-8-44-14,91007,3534,1480,8353,18995,923,0,0,1,1
2018-5-6-8-54-48,91012,3534,1480,8353,18995,923,0,0,1,1
2018-5-6-9-5-20,91021,3535,1480,8355,18997,923,0,0,1,1
2018-5-6-9-15-55,91025,3535,1480,8355,18997,923,0,0,1,1
2018-5-6-9-26-28,91027,3535,1480,8355,18997,923,0,0,1,1
2018-5-6-9-37-1,91029,3535,1480,8355,18999,923,0,0,1,1
2018-5-6-9-47-34,91031,3535,1480,8355,18999,923,0,0,1,1
2018-5-6-9-58-5,91038,3535,1480,8355,18999,923,0,0,1,1
2018-5-6-10-8-38,91041,3535,1480,8355,18999,923,0,0,1,1
2018-5-6-10-19-11,91047,3535,1480,8355,19001,923,0,0,1,1
2018-5-6-10-29-43,91050,3535,1480,8355,19001,923,0,0,1,1
2018-5-6-10-40-15,91054,3535,1480,8355,19002,923,0,0,1,1
2018-5-6-10-50-48,91058,3535,1480,8355,19002,923,0,0,1,1
2018-5-6-11-1-20,91058,3535,1480,8355,19002,923,0,0,1,1
2018-5-6-11-11-53,91060,3536,1480,8355,19002,923,0,0,1,1
2018-5-6-11-22-27,91063,3536,1480,8355,19002,923,0,0,1,1
2018-5-6-11-33-0,91063,3536,1480,8355,19003,923,0,0,1,1
2018-5-6-11-43-34,91067,3536,1480,8355,19003,924,0,0,1,1
2018-5-6-11-54-5,91071,3536,1480,8355,19003,924,0,0,1,1
2018-5-6-12-4-39,91073,3536,1480,8356,19003,924,0,0,1,1
2018-5-6-12-15-12,91074,3536,1480,8356,19003,924,0,0,1,1
2018-5-6-12-25-43,91078,3536,1480,8356,19003,924,0,0,1,1
2018-5-6-12-36-17,91082,3536,1480,8356,19003,924,0,0,1,1
2018-5-6-12-46-50,91084,3536,1480,8356,19003,924,0,0,1,1
2018-5-6-12-57-22,91088,3536,1480,8356,19003,924,0,0,1,1
2018-5-6-13-7-55,91088,3537,1480,8356,19005,924,0,0,1,1
2018-5-6-13-18-28,91089,3537,1480,8356,19005,924,0,0,1,1
2018-5-6-13-29-0,91089,3537,1480,8356,19005,924,0,0,1,1
2018-5-6-13-39-32,91094,3538,1480,8356,19005,924,0,0,1,1
2018-5-6-13-50-5,91102,3538,1480,8356,19007,924,0,0,1,1
2018-5-6-14-0-37,91105,3538,1480,8356,19009,924,0,0,1,1
2018-5-6-14-11-11,91106,3538,1480,8356,19009,924,0,0,1,1
2018-5-6-14-21-44,91110,3538,1480,8356,19009,924,0,0,1,1
2018-5-6-14-32-17,91111,3538,1480,8358,19011,924,0,0,1,1
2018-5-6-14-42-49,91113,3538,1480,8358,19011,924,0,0,1,1
2018-5-6-14-53-21,91116,3538,1480,8358,19011,924,0,0,1,1
2018-5-6-15-3-54,91121,3538,1480,8358,19011,924,0,0,1,1
2018-5-6-15-14-27,91126,3538,1480,8358,19011,924,0,0,1,1
2018-5-6-15-25-1,91126,3538,1480,8358,19011,924,0,0,1,1
2018-5-6-15-35-31,91127,3538,1480,8357,19011,925,0,0,1,1
2018-5-6-15-46-3,91133,3538,1480,8357,19011,925,0,0,1,1
2018-5-6-15-56-35,91133,3539,1480,8358,19011,925,0,0,1,1
2018-5-6-16-7-7,91134,3539,1480,8358,19011,925,0,0,1,1
2018-5-6-16-17-42,91134,3540,1480,8359,19013,925,0,0,1,1
2018-5-6-16-28-16,91136,3540,1480,8360,19013,925,0,0,1,1
2018-5-6-16-38-49,91139,3541,1480,8360,19013,925,0,0,1,1
2018-5-6-16-49-25,91141,3544,1481,8360,19013,925,0,0,1,1
2018-5-6-16-59-57,91142,3544,1481,8360,19013,925,0,0,1,1
2018-5-6-17-10-29,91142,3545,1481,8360,19013,925,0,0,1,1
2018-5-6-17-21-1,91142,3545,1481,8360,19013,925,0,0,1,1
2018-5-6-17-31-33,91142,3545,1481,8360,19013,925,0,0,1,1
2018-5-6-17-42-4,91145,3545,1481,8360,19013,925,0,0,1,1
2018-5-6-17-52-39,91148,3545,1481,8360,19013,925,0,0,1,1
2018-5-6-18-3-10,91148,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-18-13-44,91148,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-18-24-18,91148,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-18-34-54,91149,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-18-45-28,91149,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-18-56-2,91149,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-19-6-36,91149,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-19-17-7,91149,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-19-27-39,91149,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-19-38-13,91151,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-19-48-44,91151,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-19-59-18,91151,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-20-9-49,91151,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-20-20-22,91151,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-20-30-56,91151,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-20-41-29,91151,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-20-52-1,91151,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-21-2-33,91151,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-21-13-7,91151,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-21-23-39,91151,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-21-34-13,91151,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-21-44-47,91151,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-21-55-19,91151,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-22-5-56,91151,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-22-16-27,91153,3545,1481,8360,19015,925,0,0,1,1
2018-5-6-22-26-58,91157,3545,1481,8360,19017,925,0,0,1,1
2018-5-6-22-37-31,91158,3545,1481,8360,19019,925,0,0,1,1
2018-5-6-22-48-5,91158,3545,1481,8361,19021,925,0,0,1,1
2018-5-6-22-58-39,91158,3545,1481,8361,19021,925,0,0,1,1
2018-5-6-23-9-10,91158,3545,1481,8361,19021,925,0,0,1,1
2018-5-6-23-19-42,91160,3545,1481,8361,19021,925,0,0,1,1
2018-5-6-23-30-14,91160,3545,1481,8361,19021,925,0,0,1,1
2018-5-6-23-40-48,91160,3545,1481,8361,19021,925,0,0,1,1
2018-5-6-23-51-19,91160,3545,1481,8361,19021,925,0,0,1,1
2018-5-7-0-1-51,91160,3545,1481,8361,19021,925,0,0,1,1
2018-5-7-0-12-22,91162,3545,1482,8361,19021,925,0,0,1,1
2018-5-7-0-22-54,91164,3545,1482,8361,19021,925,0,0,1,1
2018-5-7-0-33-25,91164,3545,1482,8362,19021,925,0,0,1,1
2018-5-7-0-43-56,91166,3545,1482,8362,19021,925,0,0,1,1
2018-5-7-0-54-30,91166,3545,1482,8362,19021,925,0,0,1,1
2018-5-7-1-5-4,91166,3545,1482,8362,19021,925,0,0,1,1
2018-5-7-1-15-37,91166,3545,1482,8362,19021,925,0,0,1,1
2018-5-7-1-26-9,91167,3545,1482,8362,19021,925,0,0,1,1
2018-5-7-1-36-43,91167,3545,1482,8362,19021,925,0,0,1,1
2018-5-7-1-47-15,91167,3545,1482,8362,19021,925,0,0,1,1
2018-5-7-1-57-46,91169,3545,1482,8362,19021,925,0,0,1,1
2018-5-7-2-8-18,91169,3545,1482,8362,19021,925,0,0,1,1
2018-5-7-2-18-51,91169,3545,1482,8362,19021,925,0,0,1,1
2018-5-7-2-29-23,91170,3545,1482,8362,19021,925,0,0,1,1
2018-5-7-2-39-54,91170,3545,1482,8362,19023,925,0,0,1,1
2018-5-7-2-50-27,91170,3545,1482,8362,19023,925,0,0,1,1
2018-5-7-3-0-58,91170,3545,1482,8362,19023,925,0,0,1,1
2018-5-7-3-11-29,91170,3545,1482,8362,19023,925,0,0,1,1
2018-5-7-3-22-0,91172,3545,1482,8362,19023,925,0,0,1,1
2018-5-7-3-32-34,91172,3545,1482,8362,19023,925,0,0,1,1
2018-5-7-3-43-8,91172,3545,1482,8362,19023,925,0,0,1,1
2018-5-7-3-53-41,91175,3545,1482,8362,19023,925,0,0,1,1
2018-5-7-4-4-13,91177,3545,1482,8363,19023,926,0,0,1,1
2018-5-7-4-14-47,91179,3546,1482,8363,19024,926,0,0,1,1
2018-5-7-4-25-18,91180,3546,1482,8363,19024,926,0,0,1,1
2018-5-7-4-35-50,91180,3546,1482,8363,19024,926,0,0,1,1
2018-5-7-4-46-22,91180,3546,1482,8363,19024,926,0,0,1,1
2018-5-7-4-56-56,91182,3546,1482,8363,19024,926,0,0,1,1
2018-5-7-5-7-27,91184,3546,1482,8363,19024,926,0,0,1,1
2018-5-7-5-17-58,91184,3546,1482,8363,19024,926,0,0,1,1
2018-5-7-5-28-32,91184,3546,1482,8363,19024,926,0,0,1,1
2018-5-7-5-39-4,91187,3546,1482,8363,19024,926,0,0,1,1
2018-5-7-5-49-39,91189,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-6-0-11,91189,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-6-10-45,91189,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-6-21-16,91190,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-6-31-51,91192,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-6-42-22,91192,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-6-52-56,91194,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-7-3-28,91194,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-7-13-59,91194,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-7-24-33,91194,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-7-35-7,91196,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-7-45-41,91196,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-7-56-12,91198,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-8-6-46,91200,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-8-17-20,91201,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-8-27-51,91201,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-8-38-24,91201,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-8-48-58,91202,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-8-59-31,91204,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-9-10-3,91206,3546,1482,8363,19024,927,0,0,1,1
2018-5-7-9-20-34,91209,3546,1482,8364,19026,927,0,0,1,1
2018-5-7-9-31-5,91209,3547,1482,8364,19028,927,0,0,1,1
2018-5-7-9-41-38,91210,3547,1482,8364,19028,927,0,0,1,1
2018-5-7-9-52-10,91212,3547,1482,8364,19030,927,0,0,1,1
2018-5-7-10-2-43,91215,3547,1482,8364,19030,927,0,0,1,1
2018-5-7-10-13-17,91220,3547,1482,8364,19030,927,0,0,1,1
2018-5-7-10-23-50,91223,3547,1482,8364,19030,927,0,0,1,1
2018-5-7-10-34-21,91224,3547,1482,8364,19030,927,0,0,1,1
2018-5-7-10-44-53,91225,3547,1482,8364,19030,927,0,0,1,1
2018-5-7-10-55-25,91227,3547,1482,8364,19032,927,0,0,1,1
2018-5-7-11-5-57,91231,3548,1482,8364,19032,927,0,0,1,1
2018-5-7-11-16-27,91233,3548,1482,8364,19032,927,0,0,1,1
2018-5-7-11-26-59,91235,3548,1482,8364,19032,927,0,0,1,1
2018-5-7-11-37-31,91238,3548,1482,8365,19034,927,0,0,1,1
2018-5-7-11-48-2,91240,3548,1482,8365,19034,927,0,0,1,1
2018-5-7-11-58-35,91241,3548,1482,8365,19034,927,0,0,1,1
2018-5-7-12-9-7,91241,3548,1482,8365,19034,927,0,0,1,1
2018-5-7-12-19-39,91242,3548,1482,8365,19034,927,0,0,1,1
2018-5-7-12-30-10,91244,3548,1482,8365,19034,927,0,0,1,1
2018-5-7-12-40-42,91246,3548,1482,8366,19034,927,0,0,1,1
2018-5-7-12-51-16,91249,3548,1482,8366,19034,927,0,0,1,1
2018-5-7-13-1-51,91253,3548,1482,8366,19034,927,0,0,1,1
2018-5-7-13-12-25,91257,3548,1482,8366,19034,927,0,0,1,1
2018-5-7-13-22-58,91259,3548,1482,8366,19034,927,0,0,1,1
2018-5-7-13-33-31,91260,3548,1482,8366,19034,927,0,0,1,1
2018-5-7-13-44-6,91260,3548,1482,8366,19034,927,0,0,1,1
2018-5-7-13-54-40,91260,3548,1482,8366,19034,927,0,0,1,1
2018-5-7-14-5-13,91262,3548,1482,8366,19034,927,0,0,1,1
2018-5-7-14-15-45,91265,3548,1482,8366,19034,927,0,0,1,1
2018-5-7-14-26-16,91265,3548,1483,8366,19034,927,0,0,1,1
2018-5-7-14-36-48,91266,3548,1485,8366,19034,927,0,0,1,1
2018-5-7-14-47-19,91269,3548,1485,8366,19034,927,0,0,1,1
2018-5-7-14-57-52,91269,3548,1485,8366,19034,927,0,0,1,1
2018-5-7-15-8-24,91269,3548,1485,8366,19034,927,0,0,1,1
2018-5-7-15-18-59,91272,3548,1485,8367,19034,927,0,0,1,1
2018-5-7-15-29-30,91274,3548,1485,8367,19034,927,0,0,1,1
2018-5-7-15-40-5,91275,3548,1485,8367,19034,927,0,0,1,1
2018-5-7-15-50-37,91276,3548,1485,8367,19034,927,0,0,1,1
2018-5-7-16-1-8,91279,3548,1486,8367,19034,927,0,0,1,1
2018-5-7-16-11-41,91279,3548,1486,8367,19034,927,0,0,1,1
2018-5-7-16-22-14,91280,3548,1486,8367,19034,927,0,0,1,1
2018-5-7-16-32-48,91280,3548,1486,8367,19034,927,0,0,1,1
2018-5-7-16-43-20,91280,3548,1486,8367,19034,927,0,0,1,1
2018-5-7-16-53-53,91280,3548,1486,8367,19034,927,0,0,1,1
2018-5-7-17-4-25,91280,3548,1486,8367,19034,927,0,0,1,1
2018-5-7-17-14-59,91280,3548,1486,8367,19034,927,0,0,1,1
2018-5-7-17-25-33,91280,3548,1486,8367,19034,927,0,0,1,1
2018-5-7-17-36-8,91282,3548,1487,8367,19034,927,0,0,1,1
2018-5-7-17-46-39,91285,3548,1487,8367,19034,927,0,0,1,1
2018-5-7-17-57-13,91286,3548,1487,8367,19034,927,0,0,1,1
