,unit,carriage,c_unload,geo,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982
696,MIO_TKM,HIRE,FI,IT,19.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,
697,MIO_TKM,HIRE,FI,LT,121.0,143.0,112.0,129.0,88.0,97.0,21.0,32.0,29.0,29.0,17.0,15.0,6.0,15.0,11.0,7.0,58.0,,,,,,,,,,,,,,,,,,,,,
698,MIO_TKM,HIRE,FI,LU,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,
699,MIO_TKM,HIRE,FI,LV,72.0,68.0,48.0,45.0,47.0,33.0,42.0,39.0,21.0,9.0,10.0,24.0,28.0,17.0,8.0,11.0,,1.0,,,,,,,,,,,,,,,,,,,,
700,MIO_TKM,HIRE,FI,NL,22.0,30.0,5.0,4.0,8.0,19.0,5.0,45.0,28.0,44.0,21.0,31.0,101.0,113.0,40.0,32.0,21.0,19.0,37.0,21.0,33.0,36.0,36.0,38.0,0.0,0.0,0.0,0.0,0.0,36.0,35.0,26.0,25.0,14.0,0.0,5.0,0.0,0.0
701,MIO_TKM,HIRE,FI,NO,9.0,62.0,69.0,98.0,49.0,23.0,10.0,14.0,15.0,25.0,39.0,46.0,31.0,7.0,12.0,6.0,51.0,37.0,39.0,63.0,24.0,0.0,0.0,,,,,,,,,,,,,,,
702,MIO_TKM,HIRE,FI,PL,523.0,751.0,623.0,233.0,716.0,278.0,470.0,668.0,445.0,234.0,280.0,335.0,183.0,134.0,33.0,59.0,,,,,,,,,,,,,,,,,,,,,,
703,MIO_TKM,HIRE,FI,PT,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,2.0,0.0,,,,
704,MIO_TKM,HIRE,FI,RO,19.0,14.0,8.0,31.0,10.0,4.0,7.0,10.0,,,,,297.0,,,,,,,,,,,,,,,,,,,,,,,,,
705,MIO_TKM,HIRE,FI,SE,59.0,60.0,79.0,47.0,110.0,96.0,82.0,50.0,62.0,69.0,63.0,83.0,120.0,96.0,107.0,118.0,162.0,186.0,106.0,142.0,90.0,76.0,97.0,79.0,97.0,,,,,,,,,,,,,
706,MIO_TKM,HIRE,FI,SI,,,,,,,,,,6.0,,,,,,8.0,6.0,,3.0,,,,,,,,,,,,,,,,,,,
707,MIO_TKM,HIRE,FI,SK,13.0,,3.0,27.0,73.0,39.0,49.0,11.0,1.0,6.0,53.0,29.0,59.0,21.0,78.0,45.0,50.0,,,,,,,,,,,,,,,,,,,,,
708,MIO_TKM,HIRE,FI,UK,0.0,,14.0,,2.0,2.0,4.0,0.0,0.0,1.0,0.0,,,1.0,,6.0,,3.0,,,2.0,0.0,0.0,3.0,8.0,2.0,1.0,3.0,,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0
709,MIO_TKM,HIRE,FR,AT,110.0,84.0,78.0,100.0,104.0,107.0,163.0,97.0,180.0,234.0,320.0,394.0,416.0,561.0,526.0,560.0,553.0,525.0,477.0,351.0,329.0,49.0,47.0,41.0,68.0,,,,,,,,,,,,,
710,MIO_TKM,HIRE,FR,BE,2967.0,3015.0,3186.0,3529.0,3458.0,3025.0,3141.0,3431.0,3459.0,3990.0,3985.0,4812.0,5171.0,5031.0,4996.0,5078.0,5832.0,6151.0,6594.0,6183.0,3380.0,3689.0,4264.0,3709.0,4093.0,4110.0,3458.0,2980.0,2822.0,2874.0,2732.0,2562.0,2169.0,1922.0,1731.0,1623.0,1558.0,1462.0
711,MIO_TKM,HIRE,FR,BG,183.0,54.0,160.0,143.0,438.0,1059.0,239.0,173.0,620.0,421.0,394.0,615.0,748.0,812.0,,,,,,,,,,,,,,,,,,,,,,,,
712,MIO_TKM,HIRE,FR,CH,146.0,50.0,116.0,109.0,66.0,80.0,222.0,91.0,157.0,136.0,163.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,
713,MIO_TKM,HIRE,FR,CY,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
714,MIO_TKM,HIRE,FR,CZ,508.0,441.0,627.0,647.0,1150.0,1014.0,1184.0,1110.0,1144.0,1031.0,717.0,902.0,1033.0,1137.0,892.0,993.0,1251.0,1119.0,769.0,662.0,,,,,,,,,,,,,,,,,,
715,MIO_TKM,HIRE,FR,DE,2824.0,3445.0,3602.0,3886.0,4016.0,4143.0,4666.0,5102.0,5665.0,5805.0,6281.0,7536.0,8403.0,7915.0,7528.0,7348.0,6507.0,6058.0,6059.0,5243.0,4898.0,3683.0,3683.0,3487.0,2900.0,3384.0,2888.0,3046.0,3018.0,2785.0,2650.0,2749.0,2547.0,2501.0,2434.0,2277.0,2267.0,2264.0
716,MIO_TKM,HIRE,FR,DK,81.0,135.0,70.0,70.0,84.0,19.0,132.0,194.0,122.0,135.0,372.0,393.0,371.0,497.0,715.0,712.0,601.0,678.0,599.0,781.0,840.0,720.0,862.0,937.0,867.0,783.0,695.0,417.0,397.0,373.0,324.0,315.0,288.0,266.0,232.0,224.0,245.0,233.0
717,MIO_TKM,HIRE,FR,EE,30.0,,12.0,38.0,87.0,23.0,9.0,35.0,50.0,67.0,153.0,129.0,124.0,48.0,52.0,84.0,33.0,,,,,,,,,,,,,,,,,,,,,
718,MIO_TKM,HIRE,FR,EL,482.0,755.0,728.0,181.0,302.0,180.0,160.0,105.0,164.0,113.0,125.0,123.0,211.0,242.0,162.0,276.0,141.0,,,,,2.0,11.0,2.0,5.0,20.0,81.0,181.0,42.0,70.0,113.0,95.0,99.0,104.0,96.0,128.0,140.0,140.0
719,MIO_TKM,HIRE,FR,ES,16006.0,14482.0,14164.0,12654.0,12737.0,12006.0,11941.0,11898.0,11750.0,11432.0,9530.0,11427.0,10917.0,9626.0,10524.0,10278.0,7700.0,7597.0,6251.0,5240.0,4733.0,4163.0,3668.0,3348.0,3070.0,3016.0,2500.0,2690.0,2505.0,2664.0,4898.0,3399.0,3475.0,2955.0,,,,
720,MIO_TKM,HIRE,FR,EU15,,,,,,,,,,,,,,,,,,,,,,,,,,,15330.0,15000.0,,,,,,,,,,
721,MIO_TKM,HIRE,FR,FI,,,,,,18.0,21.0,34.0,16.0,47.0,8.0,6.0,46.0,48.0,39.0,24.0,44.0,36.0,51.0,59.0,60.0,52.0,67.0,65.0,,,,,,,,,,,,,,
722,MIO_TKM,HIRE,FR,HR,131.0,109.0,127.0,90.0,122.0,95.0,73.0,114.0,120.0,93.0,96.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
723,MIO_TKM,HIRE,FR,HU,550.0,515.0,627.0,628.0,581.0,646.0,591.0,589.0,575.0,515.0,563.0,649.0,572.0,616.0,592.0,414.0,397.0,342.0,326.0,,,,,,,,,,,,,,,,,,,
724,MIO_TKM,HIRE,FR,IE,68.0,55.0,86.0,111.0,70.0,111.0,130.0,107.0,119.0,147.0,211.0,207.0,330.0,159.0,210.0,161.0,159.0,138.0,140.0,108.0,123.0,,,,,,114.0,20.0,88.0,98.0,136.0,101.0,76.0,94.0,92.0,66.0,69.0,48.0
725,MIO_TKM,HIRE,FR,IT,3202.0,2656.0,2390.0,2539.0,2593.0,2937.0,3220.0,2557.0,2940.0,4669.0,3697.0,4096.0,4429.0,4980.0,5977.0,5143.0,4719.0,4549.0,4318.0,3216.0,2592.0,,1993.0,2180.0,1661.0,1303.0,1258.0,1349.0,858.0,2036.0,1095.0,,,,,,,
726,MIO_TKM,HIRE,FR,LI,,,,,,,7.0,4.0,6.0,9.0,8.0,11.0,11.0,11.0,7.0,,,,,,,,,,,,,,,,,,,,,,,
727,MIO_TKM,HIRE,FR,LT,595.0,440.0,451.0,286.0,374.0,436.0,399.0,462.0,408.0,371.0,257.0,357.0,318.0,330.0,325.0,246.0,261.0,,,,,,,,,,,,,,,,,,,,,
728,MIO_TKM,HIRE,FR,LU,159.0,137.0,138.0,154.0,184.0,281.0,358.0,308.0,403.0,351.0,286.0,348.0,470.0,459.0,419.0,375.0,342.0,303.0,248.0,198.0,160.0,,8.0,7.0,8.0,129.0,169.0,175.0,,,,,,58.0,33.0,39.0,47.0,50.0
729,MIO_TKM,HIRE,FR,LV,233.0,178.0,191.0,208.0,163.0,270.0,301.0,190.0,351.0,248.0,125.0,174.0,231.0,214.0,142.0,161.0,151.0,139.0,,,,,,,,,,,,,,,,,,,,
730,MIO_TKM,HIRE,FR,NL,2518.0,2618.0,2523.0,2334.0,2655.0,3132.0,2860.0,3245.0,3394.0,3507.0,3134.0,3645.0,3724.0,4322.0,3835.0,4026.0,3532.0,3297.0,3371.0,3399.0,3390.0,3265.0,3009.0,2871.0,2909.0,2726.0,2575.0,2482.0,2414.0,2461.0,2333.0,2091.0,1830.0,1607.0,1440.0,1260.0,1237.0,1249.0
731,MIO_TKM,HIRE,FR,NO,,14.0,6.0,8.0,1.0,33.0,57.0,,22.0,89.0,128.0,67.0,142.0,138.0,159.0,118.0,116.0,112.0,141.0,175.0,220.0,0.0,0.0,,,,,,,,,,,,,,,
732,MIO_TKM,HIRE,FR,PL,6735.0,5186.0,6056.0,5360.0,4303.0,4954.0,4826.0,4459.0,4799.0,4130.0,3741.0,3620.0,3381.0,2395.0,1882.0,1896.0,,,,,,,,,,,,,,,,,,,,,,
733,MIO_TKM,HIRE,FR,PT,1603.0,1911.0,1841.0,2171.0,1753.0,1831.0,2310.0,1935.0,2137.0,2094.0,1772.0,2113.0,2352.0,2140.0,1966.0,1507.0,781.0,1009.0,1080.0,664.0,982.0,956.0,820.0,812.0,,820.0,509.0,652.0,545.0,569.0,410.0,233.0,253.0,238.0,,,,
734,MIO_TKM,HIRE,FR,RO,1308.0,1002.0,972.0,780.0,971.0,959.0,831.0,712.0,705.0,950.0,761.0,3353.0,3465.0,3370.0,,,,,,,,,,,,,,,,,,,,,,,,
735,MIO_TKM,HIRE,FR,SE,30.0,61.0,36.0,32.0,23.0,55.0,15.0,50.0,65.0,47.0,34.0,197.0,103.0,157.0,36.0,107.0,141.0,140.0,85.0,141.0,109.0,159.0,95.0,124.0,116.0,,,,,,,,,,,,,
736,MIO_TKM,HIRE,FR,SI,528.0,506.0,402.0,373.0,346.0,338.0,341.0,380.0,395.0,484.0,393.0,420.0,303.0,407.0,383.0,334.0,210.0,192.0,168.0,,,,,,,,,,,,,,,,,,,
737,MIO_TKM,HIRE,FR,SK,789.0,797.0,753.0,861.0,835.0,606.0,766.0,528.0,602.0,707.0,1148.0,608.0,828.0,592.0,752.0,411.0,276.0,,,,,,,,,,,,,,,,,,,,,
738,MIO_TKM,HIRE,FR,UK,653.0,539.0,484.0,534.0,614.0,695.0,732.0,790.0,994.0,1037.0,817.0,980.0,1165.0,1102.0,1095.0,1097.0,1287.0,1476.0,1405.0,1485.0,1552.0,1474.0,1355.0,1383.0,1366.0,1210.0,1083.0,1008.0,880.0,873.0,679.0,554.0,576.0,460.0,382.0,361.0,386.0,339.0
739,MIO_TKM,HIRE,GE,AT,,,,,,,,,,,,,,10.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
740,MIO_TKM,HIRE,GE,BG,,29.0,,,29.0,,,17.0,34.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,MIO_TKM,HIRE,GE,CZ,,,,,,32.0,,,,6.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,MIO_TKM,HIRE,GE,EE,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
743,MIO_TKM,HIRE,GE,LT,20.0,,59.0,27.0,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,MIO_TKM,HIRE,GE,LV,,,10.0,,,,16.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,MIO_TKM,HIRE,GE,NL,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
746,MIO_TKM,HIRE,GE,PL,,,38.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
747,MIO_TKM,HIRE,GE,SI,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,MIO_TKM,HIRE,GI,ES,58.0,89.0,35.0,27.0,76.0,26.0,14.0,23.0,21.0,52.0,28.0,15.0,12.0,7.0,19.0,9.0,,,,,,,,,,,,,,,,,,,,,,
749,MIO_TKM,HIRE,GI,HU,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
750,MIO_TKM,HIRE,GI,NL,,,,,,,7.0,,8.0,1.0,,20.0,7.0,,3.0,6.0,2.0,8.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,
751,MIO_TKM,HIRE,GI,PT,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
752,MIO_TKM,HIRE,GI,UK,15.0,10.0,90.0,77.0,194.0,91.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,MIO_TKM,HIRE,HR,AT,6.0,13.0,10.0,7.0,8.0,6.0,16.0,31.0,25.0,22.0,16.0,17.0,17.0,23.0,26.0,35.0,38.0,43.0,42.0,35.0,21.0,9.0,13.0,11.0,13.0,,,,,,,,,,,,,
754,MIO_TKM,HIRE,HR,BE,,3.0,,,15.0,,,,,,,,,2.0,,0.0,6.0,8.0,,3.0,,,,3.0,,,,,,,,,,,,,,
755,MIO_TKM,HIRE,HR,BG,,12.0,18.0,30.0,101.0,,,16.0,,45.0,19.0,4.0,34.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,
756,MIO_TKM,HIRE,HR,CY,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,MIO_TKM,HIRE,HR,CZ,24.0,29.0,27.0,24.0,30.0,26.0,49.0,76.0,32.0,57.0,46.0,91.0,62.0,69.0,93.0,75.0,84.0,70.0,11.0,112.0,,,,,,,,,,,,,,,,,,
758,MIO_TKM,HIRE,HR,DE,,12.0,10.0,,5.0,,,14.0,24.0,21.0,1.0,10.0,21.0,32.0,10.0,20.0,5.0,7.0,20.0,6.0,7.0,88.0,67.0,11.0,,,,,,,,,,,,,,
759,MIO_TKM,HIRE,HR,DK,,2.0,,,,,,,,,,,,,,3.0,4.0,16.0,34.0,9.0,8.0,2.0,28.0,14.0,,,,,,,,,,,,,,
760,MIO_TKM,HIRE,HR,EE,,12.0,,,10.0,26.0,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
761,MIO_TKM,HIRE,HR,EL,24.0,,29.0,6.0,20.0,,3.0,8.0,26.0,5.0,,,8.0,,3.0,,,,,,,23.0,20.0,0.0,,,,,,,,,,,,,,
762,MIO_TKM,HIRE,HR,ES,,23.0,26.0,50.0,24.0,7.0,,,22.0,22.0,,25.0,31.0,,17.0,61.0,65.0,45.0,,34.0,9.0,,,,,,,,,,,,,,,,,
763,MIO_TKM,HIRE,HR,FI,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
764,MIO_TKM,HIRE,HR,FR,,,,,,,4.0,9.0,,,,,8.0,,,,7.0,,7.0,19.0,,3.0,,,,,,,,,,,,,,,,
765,MIO_TKM,HIRE,HR,HU,106.0,86.0,105.0,101.0,65.0,72.0,43.0,60.0,62.0,58.0,74.0,84.0,68.0,47.0,37.0,13.0,22.0,21.0,15.0,,,,,,,,,,,,,,,,,,,
766,MIO_TKM,HIRE,HR,IT,61.0,20.0,58.0,7.0,138.0,21.0,21.0,9.0,27.0,86.0,49.0,39.0,32.0,25.0,22.0,35.0,35.0,79.0,31.0,71.0,105.0,,,,,,,,,,,,,,,,,
767,MIO_TKM,HIRE,HR,LT,1.0,55.0,43.0,11.0,18.0,13.0,8.0,24.0,8.0,11.0,7.0,7.0,28.0,31.0,7.0,18.0,,,,,,,,,,,,,,,,,,,,,,
768,MIO_TKM,HIRE,HR,LV,,,,,,16.0,12.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,
769,MIO_TKM,HIRE,HR,NL,,17.0,14.0,2.0,,,6.0,3.0,6.0,8.0,8.0,4.0,18.0,18.0,29.0,21.0,15.0,27.0,30.0,27.0,32.0,0.0,0.0,0.0,,,,,,,,,,,,,,
770,MIO_TKM,HIRE,HR,NO,,,,,,,,,,,,,,,,11.0,4.0,0.0,3.0,,,,,,,,,,,,,,,,,,,
771,MIO_TKM,HIRE,HR,PL,442.0,229.0,363.0,489.0,227.0,232.0,162.0,111.0,214.0,50.0,43.0,38.0,87.0,113.0,111.0,69.0,,,,,,,,,,,,,,,,,,,,,,
772,MIO_TKM,HIRE,HR,PT,,,16.0,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,
773,MIO_TKM,HIRE,HR,RO,35.0,44.0,44.0,23.0,27.0,17.0,0.0,4.0,3.0,,8.0,12.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,
774,MIO_TKM,HIRE,HR,SE,,,22.0,11.0,27.0,8.0,,,,1.0,4.0,3.0,0.0,14.0,14.0,23.0,5.0,5.0,14.0,2.0,2.0,9.0,7.0,8.0,7.0,,,,,,,,,,,,,
775,MIO_TKM,HIRE,HR,SI,150.0,108.0,88.0,103.0,88.0,71.0,58.0,68.0,86.0,98.0,87.0,105.0,115.0,95.0,107.0,85.0,137.0,141.0,114.0,,,,,,,,,,,,,,,,,,,
776,MIO_TKM,HIRE,HR,SK,27.0,54.0,19.0,21.0,54.0,19.0,11.0,35.0,0.0,16.0,26.0,19.0,41.0,4.0,32.0,29.0,30.0,,,,,,,,,,,,,,,,,,,,,
777,MIO_TKM,HIRE,HR,UK,,1.0,24.0,,,,5.0,10.0,1.0,,0.0,,,,,,,,,13.0,6.0,,,,,,,,,,,,,,,,,
778,MIO_TKM,HIRE,HU,AT,42.0,36.0,23.0,32.0,23.0,49.0,23.0,36.0,46.0,59.0,52.0,90.0,74.0,100.0,91.0,128.0,162.0,147.0,139.0,134.0,139.0,,,,,,,,,,,,,,,,,
779,MIO_TKM,HIRE,HU,BE,3.0,1.0,2.0,0.0,,,2.0,,,6.0,2.0,12.0,17.0,15.0,12.0,6.0,11.0,10.0,11.0,34.0,32.0,,,,,,,,,,,,,,,,,
780,MIO_TKM,HIRE,HU,BG,145.0,118.0,108.0,118.0,101.0,67.0,57.0,140.0,168.0,128.0,41.0,20.0,79.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,
781,MIO_TKM,HIRE,HU,CH,,,,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,MIO_TKM,HIRE,HU,CZ,278.0,279.0,365.0,384.0,483.0,441.0,321.0,285.0,350.0,335.0,278.0,265.0,284.0,372.0,230.0,291.0,357.0,319.0,330.0,215.0,,,,,,,,,,,,,,,,,,
783,MIO_TKM,HIRE,HU,DE,80.0,67.0,44.0,64.0,44.0,98.0,78.0,82.0,102.0,105.0,153.0,218.0,237.0,213.0,249.0,204.0,218.0,316.0,228.0,207.0,285.0,192.0,212.0,195.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
784,MIO_TKM,HIRE,HU,DK,,1.0,,,11.0,,,,,,,10.0,5.0,0.0,12.0,12.0,13.0,30.0,36.0,21.0,20.0,18.0,8.0,24.0,29.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
785,MIO_TKM,HIRE,HU,EE,,11.0,2.0,2.0,8.0,2.0,10.0,22.0,,1.0,14.0,19.0,5.0,2.0,21.0,,,,,,,,,,,,,,,,,,,,,,,
786,MIO_TKM,HIRE,HU,EL,115.0,64.0,,11.0,16.0,27.0,35.0,23.0,33.0,30.0,25.0,20.0,51.0,18.0,34.0,65.0,56.0,,,,,75.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
787,MIO_TKM,HIRE,HU,ES,195.0,60.0,26.0,62.0,81.0,95.0,114.0,69.0,140.0,151.0,69.0,,128.0,51.0,96.0,57.0,90.0,131.0,33.0,18.0,14.0,16.0,34.0,,,0.0,,0.0,0.0,,,0.0,,,,,,
788,MIO_TKM,HIRE,HU,EU15,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,14.0,,,,,,,,,,
789,MIO_TKM,HIRE,HU,FI,,,,,,,,,,,,,2.0,2.0,,9.0,11.0,12.0,3.0,,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,
790,MIO_TKM,HIRE,HU,FR,2.0,,,4.0,,5.0,,3.0,,4.0,,,3.0,10.0,13.0,36.0,25.0,12.0,42.0,23.0,34.0,36.0,0.0,34.0,64.0,57.0,38.0,0.0,18.0,15.0,6.0,20.0,6.0,,,,,
791,MIO_TKM,HIRE,HU,HR,139.0,157.0,114.0,108.0,101.0,122.0,102.0,65.0,79.0,72.0,74.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,
792,MIO_TKM,HIRE,HU,IE,,5.0,,,3.0,,,7.0,2.0,,,,,10.0,5.0,,,,0.0,,,,,,,,,,,,,,,,,,,
793,MIO_TKM,HIRE,HU,IT,46.0,7.0,27.0,38.0,15.0,4.0,38.0,,142.0,51.0,35.0,55.0,40.0,121.0,14.0,54.0,102.0,138.0,204.0,54.0,44.0,,87.0,78.0,14.0,,,,,,,,,,,,,
794,MIO_TKM,HIRE,HU,LI,,,,,,,,,1.0,1.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
795,MIO_TKM,HIRE,HU,LT,112.0,40.0,59.0,101.0,68.0,64.0,69.0,74.0,87.0,77.0,51.0,43.0,65.0,30.0,60.0,53.0,86.0,,,,,,,,,,,,,,,,,,,,,
796,MIO_TKM,HIRE,HU,LU,0.0,,,,3.0,,4.0,2.0,,2.0,7.0,1.0,2.0,0.0,,9.0,6.0,3.0,2.0,2.0,5.0,,,0.0,0.0,,,,,,,,,,,,,
797,MIO_TKM,HIRE,HU,LV,10.0,10.0,,56.0,29.0,29.0,44.0,27.0,34.0,5.0,16.0,22.0,16.0,33.0,35.0,54.0,20.0,4.0,,,,,,,,,,,,,,,,,,,,
798,MIO_TKM,HIRE,HU,NL,12.0,79.0,9.0,15.0,25.0,12.0,25.0,12.0,62.0,56.0,94.0,42.0,31.0,62.0,92.0,127.0,113.0,101.0,101.0,103.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,,,,,,,
799,MIO_TKM,HIRE,HU,NO,,,,,,6.0,8.0,,,,2.0,,,,2.0,,10.0,,1.0,14.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
800,MIO_TKM,HIRE,HU,PL,1973.0,1805.0,1643.0,1227.0,1198.0,951.0,1260.0,797.0,692.0,775.0,690.0,716.0,545.0,588.0,497.0,402.0,,,,,,,,,,,,,,,,,,,,,,
801,MIO_TKM,HIRE,HU,PT,70.0,54.0,,,49.0,,29.0,,,,23.0,6.0,2.0,86.0,39.0,20.0,,10.0,,,,6.0,,6.0,,,,,,,,,,,,,,
802,MIO_TKM,HIRE,HU,RO,480.0,357.0,379.0,237.0,231.0,277.0,266.0,314.0,203.0,161.0,124.0,163.0,164.0,421.0,,,,,,,,,,,,,,,,,,,,,,,,
803,MIO_TKM,HIRE,HU,SE,,,,6.0,5.0,2.0,,1.0,6.0,1.0,1.0,5.0,5.0,4.0,25.0,10.0,26.0,18.0,11.0,14.0,15.0,23.0,29.0,20.0,34.0,,,,,,,,,,,,,
804,MIO_TKM,HIRE,HU,SI,202.0,230.0,156.0,143.0,145.0,123.0,109.0,132.0,132.0,108.0,71.0,93.0,68.0,99.0,71.0,75.0,105.0,37.0,68.0,,,,,,,,,,,,,,,,,,,
805,MIO_TKM,HIRE,HU,SK,468.0,461.0,351.0,440.0,322.0,390.0,349.0,420.0,423.0,311.0,410.0,326.0,348.0,356.0,389.0,268.0,225.0,,,,,,,,,,,,,,,,,,,,,
806,MIO_TKM,HIRE,HU,UK,4.0,15.0,0.0,,1.0,0.0,9.0,0.0,4.0,12.0,1.0,2.0,4.0,2.0,10.0,6.0,2.0,7.0,21.0,7.0,16.0,17.0,24.0,10.0,23.0,15.0,5.0,14.0,28.0,6.0,1.0,,,,,,,
807,MIO_TKM,HIRE,IE,AT,,1.0,4.0,,5.0,4.0,,4.0,,,,,,,,0.0,,0.0,0.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,
808,MIO_TKM,HIRE,IE,BE,3.0,11.0,,2.0,9.0,7.0,4.0,4.0,11.0,5.0,5.0,4.0,0.0,3.0,4.0,,0.0,2.0,1.0,11.0,1.0,1.0,8.0,1.0,3.0,16.0,2.0,1.0,8.0,4.0,3.0,5.0,1.0,3.0,,,3.0,
809,MIO_TKM,HIRE,IE,CH,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,MIO_TKM,HIRE,IE,CZ,14.0,,8.0,,11.0,,13.0,8.0,7.0,18.0,23.0,24.0,27.0,23.0,101.0,61.0,27.0,,30.0,,,,,,,,,,,,,,,,,,,
811,MIO_TKM,HIRE,IE,DE,,,6.0,,,13.0,10.0,2.0,18.0,37.0,13.0,11.0,12.0,19.0,71.0,53.0,3.0,2.0,9.0,2.0,5.0,89.0,9.0,9.0,6.0,16.0,3.0,3.0,3.0,3.0,7.0,8.0,8.0,14.0,14.0,15.0,11.0,10.0
812,MIO_TKM,HIRE,IE,DK,,,,,,,,5.0,,,5.0,33.0,16.0,61.0,28.0,9.0,11.0,28.0,23.0,6.0,,1.0,6.0,0.0,,5.0,3.0,9.0,11.0,17.0,19.0,11.0,21.0,23.0,22.0,28.0,18.0,12.0
813,MIO_TKM,HIRE,IE,EE,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,
814,MIO_TKM,HIRE,IE,EL,,,,,,,,,,,,,,12.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
815,MIO_TKM,HIRE,IE,ES,54.0,76.0,63.0,,73.0,27.0,10.0,,,,16.0,,,52.0,32.0,27.0,30.0,,21.0,40.0,,,,,,,9.0,3.0,3.0,,,12.0,8.0,6.0,,,,
816,MIO_TKM,HIRE,IE,EU15,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,65.0,,,,,,,,,,
817,MIO_TKM,HIRE,IE,FI,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
818,MIO_TKM,HIRE,IE,FR,,7.0,,1.0,,,,3.0,,2.0,8.0,14.0,20.0,6.0,12.0,25.0,10.0,6.0,39.0,24.0,25.0,,10.0,30.0,2.0,2.0,,9.0,,2.0,5.0,2.0,2.0,,0.0,2.0,2.0,5.0
819,MIO_TKM,HIRE,IE,HR,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,MIO_TKM,HIRE,IE,HU,8.0,10.0,10.0,1.0,,14.0,3.0,2.0,18.0,12.0,20.0,22.0,10.0,26.0,12.0,21.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,
821,MIO_TKM,HIRE,IE,IT,,,,,,,,,,,,,,34.0,6.0,32.0,25.0,,,3.0,,,31.0,,,15.0,15.0,15.0,44.0,,,,,,,,,
822,MIO_TKM,HIRE,IE,LT,49.0,21.0,6.0,32.0,9.0,30.0,22.0,17.0,6.0,,8.0,11.0,1.0,24.0,6.0,9.0,21.0,,,,,,,,,,,,,,,,,,,,,
823,MIO_TKM,HIRE,IE,LU,,,,,,2.0,,0.0,,,0.0,2.0,4.0,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,2.0,
